"","isFinal_t_0","MinutesSincePreviousCommit_t_0","NumberOfFilesAdded_t_0","NumberOfFilesAddedNet_t_0","NumberOfLinesAddedByAddedFiles_t_0","NumberOfLinesAddedByAddedFilesNet_t_0","NumberOfFilesDeleted_t_0","NumberOfFilesDeletedNet_t_0","NumberOfLinesDeletedByDeletedFiles_t_0","NumberOfLinesDeletedByDeletedFilesNet_t_0","NumberOfFilesModified_t_0","NumberOfFilesModifiedNet_t_0","NumberOfFilesRenamed_t_0","NumberOfFilesRenamedNet_t_0","NumberOfLinesAddedByModifiedFiles_t_0","NumberOfLinesAddedByModifiedFilesNet_t_0","NumberOfLinesDeletedByModifiedFiles_t_0","NumberOfLinesDeletedByModifiedFilesNet_t_0","NumberOfLinesAddedByRenamedFiles_t_0","NumberOfLinesAddedByRenamedFilesNet_t_0","NumberOfLinesDeletedByRenamedFiles_t_0","NumberOfLinesDeletedByRenamedFilesNet_t_0","Density_t_0","AffectedFilesRatioNet_t_0","isInitial_t_1","precByMerge_t_1","MinutesSincePreviousCommit_t_1","NumberOfFilesAdded_t_1","NumberOfFilesAddedNet_t_1","NumberOfLinesAddedByAddedFiles_t_1","NumberOfLinesAddedByAddedFilesNet_t_1","NumberOfFilesDeleted_t_1","NumberOfFilesDeletedNet_t_1","NumberOfLinesDeletedByDeletedFiles_t_1","NumberOfLinesDeletedByDeletedFilesNet_t_1","NumberOfFilesModified_t_1","NumberOfFilesModifiedNet_t_1","NumberOfFilesRenamed_t_1","NumberOfFilesRenamedNet_t_1","NumberOfLinesAddedByModifiedFiles_t_1","NumberOfLinesAddedByModifiedFilesNet_t_1","NumberOfLinesDeletedByModifiedFiles_t_1","NumberOfLinesDeletedByModifiedFilesNet_t_1","NumberOfLinesAddedByRenamedFiles_t_1","NumberOfLinesAddedByRenamedFilesNet_t_1","NumberOfLinesDeletedByRenamedFiles_t_1","NumberOfLinesDeletedByRenamedFilesNet_t_1","Density_t_1","AffectedFilesRatioNet_t_1","d_isFinal_t_0","d_MinutesSincePreviousCommit_t_0","d_NumberOfFilesAdded_t_0","d_NumberOfFilesAddedNet_t_0","d_NumberOfLinesAddedByAddedFiles_t_0","d_NumberOfLinesAddedByAddedFilesNet_t_0","d_NumberOfFilesDeleted_t_0","d_NumberOfFilesDeletedNet_t_0","d_NumberOfLinesDeletedByDeletedFiles_t_0","d_NumberOfLinesDeletedByDeletedFilesNet_t_0","d_NumberOfFilesModified_t_0","d_NumberOfFilesModifiedNet_t_0","d_NumberOfFilesRenamed_t_0","d_NumberOfFilesRenamedNet_t_0","d_NumberOfLinesAddedByModifiedFiles_t_0","d_NumberOfLinesAddedByModifiedFilesNet_t_0","d_NumberOfLinesDeletedByModifiedFiles_t_0","d_NumberOfLinesDeletedByModifiedFilesNet_t_0","d_NumberOfLinesAddedByRenamedFiles_t_0","d_NumberOfLinesAddedByRenamedFilesNet_t_0","d_NumberOfLinesDeletedByRenamedFiles_t_0","d_NumberOfLinesDeletedByRenamedFilesNet_t_0","d_Density_t_0","d_AffectedFilesRatioNet_t_0","d_isInitial_t_1","d_precByMerge_t_1","d_MinutesSincePreviousCommit_t_1","d_NumberOfFilesAdded_t_1","d_NumberOfFilesAddedNet_t_1","d_NumberOfLinesAddedByAddedFiles_t_1","d_NumberOfLinesAddedByAddedFilesNet_t_1","d_NumberOfFilesDeleted_t_1","d_NumberOfFilesDeletedNet_t_1","d_NumberOfLinesDeletedByDeletedFiles_t_1","d_NumberOfLinesDeletedByDeletedFilesNet_t_1","d_NumberOfFilesModified_t_1","d_NumberOfFilesModifiedNet_t_1","d_NumberOfFilesRenamed_t_1","d_NumberOfFilesRenamedNet_t_1","d_NumberOfLinesAddedByModifiedFiles_t_1","d_NumberOfLinesAddedByModifiedFilesNet_t_1","d_NumberOfLinesDeletedByModifiedFiles_t_1","d_NumberOfLinesDeletedByModifiedFilesNet_t_1","d_NumberOfLinesAddedByRenamedFiles_t_1","d_NumberOfLinesAddedByRenamedFilesNet_t_1","d_NumberOfLinesDeletedByRenamedFiles_t_1","d_NumberOfLinesDeletedByRenamedFilesNet_t_1","d_Density_t_1","d_AffectedFilesRatioNet_t_1","est_t1","est_t0","y_t1","y_t0"
"1514",0,159.7,0,0,0,0,0,0,0,0,2,2,0,0,4,4,4,4,0,0,0,0,1,1,0,0,66.2833,0,0,0,0,0,0,0,0,2,2,0,0,4,4,4,4,0,0,0,0,1,1,0.999976455425483,0.999561176375646,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.939269411253459,0.966996147388851,0.999909641361617,0.988643217613739,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.999871510156624,1,1,1,1,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.877431637350085,0.859606984346108,0.990685810657223,0.99948392544805,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"1614",1,17738.5833,0,0,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,0,0.09091,1,0,0,1368.9,0,0,0,0,0,0,0,0,1,1,0,0,10,8,7,4,0,0,0,0,0.70588,1,0.111108495480668,0.0830641404080445,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.989641193488138,0.876850579442086,0.752417511231637,0.730697248198963,1,1,1,1,0.103768786088524,1,0.999976455425483,0.999976455425483,0.321539328102355,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.980139308577463,0.957432931055853,0.994778315698486,0.99948392544805,1,1,1,1,0.734020396121678,0.999958139640646,2,2,1,1
"344",0,577.5167,0,0,0,0,0,0,0,0,3,3,0,0,19,17,7,7,0,0,0,0,0.92308,1,0,0,2.0167,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.999976455425483,0.796552888211013,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.440049768983445,0.440049768983445,1,1,0.797733106892809,0.778326991203363,0.859148099422479,0.707019375565891,1,1,1,1,0.977361865377411,1,0.999976455425483,0.999976455425483,0.993307486438839,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.796944199283461,0.754402466363004,0.929732209052714,0.923004712387316,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"404",0,168.0667,0,0,0,0,0,0,0,0,4,4,0,0,116,91,70,60,0,0,0,0,0.81183,1,0,0,9.0333,0,0,0,0,0,0,0,0,2,2,0,0,6,6,3,3,0,0,0,0,1,1,0.999976455425483,0.999658398811408,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.313219090707799,0.313219090707799,1,1,0.143128774267192,0.0872898739949737,0.0831885639406658,0.08020628571959,1,1,1,1,0.964409933499661,1,0.999976455425483,0.999976455425483,0.994709444341253,1,1,1,1,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.921039089449106,0.915394957755129,0.976140730786787,0.992932462096115,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"464",0,12.5167,0,0,0,0,0,0,0,0,5,5,0,0,11,11,14,12,0,0,0,0,0.92,1,0,0,19.5,0,0,0,0,0,0,0,0,13,7,0,0,16,16,19,1,0,0,0,0,0.48571,0.53846,0.999976455425483,0.975142696629451,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.247532848813504,0.247532848813504,1,1,0.989641193488138,0.957260095388741,0.263466398842065,0.240413797496935,1,1,1,1,0.979355702742652,1,0.999976455425483,0.999976455425483,0.996292332274153,1,1,1,1,1,1,1,1,0.0858349647584822,0.191788514147073,1,1,0.995603416095586,0.984292861312764,0.616835889633311,0.923004712387316,1,1,1,1,0.166392425190119,0.0526293757705603,2,2,1,1
"534",0,62031.1333,0,0,0,0,0,0,0,0,2,2,0,0,36,30,37,30,0,0,0,0,0.82192,1,0,0,1505.2333,0,0,0,0,0,0,0,0,2,2,0,0,45,35,1,1,0,0,0,0,0.78261,1,0.999976455425483,0.0818538662554456,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.340850039489168,0.423753462600311,0.213834697554538,0.161732512031771,1,1,1,1,0.978552300172629,1,0.999976455425483,0.999976455425483,0.308859746174081,1,1,1,1,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.465624526883442,0.505560690838789,0.929732209052714,0.923004712387316,1,1,1,1,0.921239673537221,0.999958139640646,2,2,1,1
"824",0,9.0333,0,0,0,0,0,0,0,0,2,2,0,0,6,6,3,3,0,0,0,0,1,1,0,0,1.2833,0,0,0,0,0,0,0,0,1,1,0,0,18,17,13,12,0,0,0,0,0.93548,1,0.999976455425483,0.973735053153802,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.978252240534073,0.995484931241977,0.983341678476631,0.996372035367885,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.99312462413021,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.982527666216541,0.972955917278822,0.852865199728549,0.585096509417006,1,1,1,1,0.979942297843022,0.999958139640646,2,2,1,1
"1244",0,51.7333,1,1,127,86,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0.68939,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,4,4,0,0,0,0,1,1,0.999976455425483,0.990990141978008,0.111108495480668,0.111108495480668,0.0549654070537541,0.0539746382971349,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.848563924873517,0.876850579442086,0.999909641361617,0.988643217613739,1,1,1,1,0.566777838999666,1,0.999976455425483,0.999976455425483,0.992804652490364,1,1,1,1,1,1,1,1,0.569420981211229,0.569458263348313,1,1,0.900244244330762,0.889032098812776,0.990685810657223,0.99948392544805,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"1354",0,795.2833,0,0,0,0,0,0,0,0,1,1,0,0,9,9,4,4,0,0,0,0,1,1,1,1,222.8167,0,0,0,0,0,0,0,0,18,18,0,0,237,174,106,54,0,0,0,0,0.66472,1,0.999976455425483,0.650161911673498,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.999913866752536,0.98974725474522,0.999909641361617,0.988643217613739,1,1,1,1,0.84303632039995,1,0.111108495480668,0.111108495480668,0.96085047438889,1,1,1,1,1,1,1,1,0.0858413096600276,0.0858408251910256,1,1,0.0906965968533205,0.0936158483675942,0.0789785343821836,0.0940261230395076,1,1,1,1,0.597312987961325,0.999958139640646,2,2,1,1
"1534",0,32.5167,0,0,0,0,0,0,0,0,2,2,0,0,51,40,4,4,0,0,0,0,0.8,1,0,0,5662.6333,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.999976455425483,0.98322470544641,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.213402453612915,0.274297317847242,0.999909641361617,0.988643217613739,1,1,1,1,0.942542965768753,1,0.999976455425483,0.999976455425483,0.128649986573785,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.796944199283461,0.754402466363004,0.897991957352795,0.862550126264218,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"1816",0,2.0167,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,8049.1167,0,0,0,0,0,0,0,0,8,8,0,0,36,28,10,9,0,0,0,0,0.80435,1,0.999976455425483,0.970899642000548,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.848563924873517,0.876850579442086,0.853874798717648,0.857238968911753,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.0776911860978808,1,1,1,1,1,1,1,1,0.0982359980611785,0.151160794583038,1,1,0.645106718485135,0.708298344266863,0.944748220064932,0.794071825047226,1,1,1,1,0.937373128742925,0.999958139640646,2,2,1,1
"1844",0,1315.6,0,0,0,0,0,0,0,0,5,5,0,0,75,59,33,31,0,0,0,0,0.83333,1,0,0,1403.3333,0,0,0,0,0,0,0,0,25,25,0,0,148,130,231,172,0,0,0,0,0.79683,1,0.999976455425483,0.416237754958775,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.247532848813504,0.247532848813504,1,1,0.0990435603145916,0.18849715317437,0.173994298868476,0.159604258149233,1,1,1,1,0.98981721378122,1,0.999976455425483,0.999976455425483,0.318534042805419,1,1,1,1,1,1,1,1,0.0858709649797896,0.0858709627507506,1,1,0.090721544243705,0.0935958798994842,0.0785414418820639,0.0817620677743412,1,1,1,1,0.933991061918522,0.999958139640646,2,2,1,1
"1874",0,122.35,0,0,0,0,0,0,0,0,3,3,0,0,4,3,7,6,0,0,0,0,0.81818,1,0,0,46.6,0,0,0,0,0,0,0,0,2,2,0,0,29,24,11,10,0,0,0,0,0.85,1,0.999976455425483,0.999127163207286,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.440049768983445,0.440049768983445,1,1,0.939269411253459,0.942985546050646,0.859148099422479,0.82989741640382,1,1,1,1,0.973806787719879,1,0.999976455425483,0.999976455425483,0.999188440485522,1,1,1,1,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.801132599598116,0.82583123992342,0.918168847815916,0.725494082033967,1,1,1,1,0.926693360347096,0.999958139640646,2,2,1,1
"1904",1,2.3,1,1,26,11,0,0,0,0,2,2,0,0,107,62,9,3,0,0,0,0,0.53521,1,0,0,8.5833,0,0,0,0,0,0,0,0,1,1,0,0,53,46,32,28,0,0,0,0,0.87059,1,0.111108495480668,0.97101412365544,0.111108495480668,0.111108495480668,0.240088904180971,0.553315477345656,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.145252786656309,0.179231445532536,0.667949874643029,0.996372035367885,1,1,1,1,0.220767608679559,1,0.999976455425483,0.999976455425483,0.994641390458959,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.352969289559766,0.315859101811149,0.303429520216806,0.148613155311535,1,1,1,1,0.921662574158504,0.999958139640646,2,2,1,1
"1944",0,2685.3667,0,0,0,0,0,0,0,0,1,1,0,0,5,4,1,1,0,0,0,0,0.83333,1,0,0,332.4667,0,0,0,0,0,0,0,0,3,3,0,0,28,23,43,34,0,0,0,0,0.80282,1,0.999976455425483,0.0913513302797284,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.961098750763494,0.966996147388851,0.853874798717648,0.857238968911753,1,1,1,1,0.98981721378122,1,0.999976455425483,0.999976455425483,0.893419410236466,1,1,1,1,1,1,1,1,0.569420981211229,0.569458263348313,1,1,0.822573300226205,0.852682110933067,0.217608555670488,0.133838264599569,1,1,1,1,0.936865109086334,0.999958139640646,2,2,1,1
"2115",0,12.8,0,0,0,0,0,0,0,0,1,1,0,0,22,21,39,16,0,0,0,0,0.60656,1,0,0,21.6333,0,0,0,0,0,0,0,0,6,6,0,0,71,66,70,66,0,0,0,0,0.93617,1,0.999976455425483,0.975257178284344,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.694733666302156,0.644302636705078,0.191636135840258,0.166116686838547,1,1,1,1,0.346033081274392,1,0.999976455425483,0.999976455425483,0.996614953045481,1,1,1,1,1,1,1,1,0.101734705138481,0.154661264101472,1,1,0.238478463295775,0.162501438833753,0.0848238622944719,0.0935643132973613,1,1,1,1,0.980793868370912,0.999958139640646,2,2,1,1
"2254",0,2.3833,0,0,0,0,0,0,0,0,1,1,0,0,8,8,4,4,0,0,0,0,1,1,0,0,12.8,0,0,0,0,0,0,0,0,1,1,0,0,22,21,39,16,0,0,0,0,0.60656,1,0.999976455425483,0.971047785222163,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.997651031596136,0.997870525850219,0.999909641361617,0.988643217613739,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.995279085582223,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.934193656821652,0.901419700715302,0.249700564757037,0.343861088932188,1,1,1,1,0.404012987854185,0.999958139640646,2,2,1,1
"2264",0,1505.2333,0,0,0,0,0,0,0,0,2,2,0,0,45,35,1,1,0,0,0,0,0.78261,1,0,0,1945.8167,0,0,0,0,0,0,0,0,3,3,0,0,23,18,7,5,0,0,0,0,0.76667,1,0.999976455425483,0.343523573070877,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.257361178500093,0.342848150377202,0.853874798717648,0.857238968911753,1,1,1,1,0.900196813348186,1,0.999976455425483,0.999976455425483,0.221964913676777,1,1,1,1,1,1,1,1,0.569420981211229,0.569458263348313,1,1,0.918325068111852,0.958868551056166,0.994778315698486,0.987081549553617,1,1,1,1,0.897017183902849,0.999958139640646,2,2,1,1
"2304",0,956.9167,0,0,0,0,0,0,0,0,4,4,0,0,21,21,21,21,0,0,0,0,1,1,0,0,2.3833,0,0,0,0,0,0,0,0,1,1,0,0,8,8,4,4,0,0,0,0,1,1,0.999976455425483,0.560642913479375,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.313219090707799,0.313219090707799,1,1,0.729388817974751,0.644302636705078,0.113524439305412,0.122744601946613,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.99339889265965,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.955442115380918,0.957432931055853,0.990685810657223,0.99948392544805,1,1,1,1,0.939089120019077,0.999958139640646,2,2,1,1
"2354",0,1368.9,0,0,0,0,0,0,0,0,1,1,0,0,10,8,7,4,0,0,0,0,0.70588,1,1,1,6142.3,0,0,0,0,0,0,0,0,1,1,0,0,79,53,1,1,0,0,0,0,0.675,1,0.999976455425483,0.396181278463985,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.997220122055651,0.997870525850219,0.859148099422479,0.988643217613739,1,1,1,1,0.626272581878267,1,0.111108495480668,0.111108495480668,0.128752102307183,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.195148001612381,0.260376211640062,0.929732209052714,0.923004712387316,1,1,1,1,0.632068162175447,0.999958139640646,2,2,1,1
"1100",0,45.0167,0,0,0,0,0,0,0,0,2,2,0,0,70,60,9,8,0,0,0,0,0.86076,1,0,0,49.2167,1,1,89,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67416,1,0.999976455425483,0.988275960957009,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.109539231530097,0.186342940125026,0.667949874643029,0.578968061848328,1,1,1,1,0.999992649104427,1,0.999976455425483,0.999976455425483,0.999420374550444,0.129868997323598,0.129868997323598,0,0,1,1,1,1,0.476351522128123,0.476351509767337,1,1,0.766808975313393,0.714719564673896,0.897991957352795,0.862550126264218,1,1,1,1,0.629239390229337,0.999958139640646,2,2,0,0
"240",0,102.9833,0,0,0,0,0,0,0,0,60,59,0,0,509,450,514,451,0,0,0,0,0.88074,0.98333,0,0,6.9167,0,0,0,0,0,0,0,0,3,3,0,0,10,10,10,10,0,0,0,0,1,1,0.999976455425483,0.998902118954871,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0.997130310315841,0.999452824204964,0.999976455425483,0.999976455425483,0.994389349125113,1,1,1,1,1,1,1,1,0.569420981211229,0.569458263348313,1,1,0.980139308577463,0.985072359533951,0.944748220064932,0.725494082033967,1,1,1,1,0.939089120019077,0.999958139640646,2,2,0,0
"315",0,18.0333,0,0,0,0,0,0,0,0,1,1,0,0,134,64,2,0,0,0,0,0,0.47059,1,1,1,1303.0167,2,2,174,108,0,0,0,0,1,1,0,0,17,5,0,0,0,0,0,0,0.59162,1,0.999976455425483,0.977371957121433,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.0329550918894211,0.168192502203521,0.933380649743336,0.730697248198963,1,1,1,1,0.117624444535304,1,0.111108495480668,0.111108495480668,0.32762725377066,0,0,0,0,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.990009136594298,0.889032098812776,0.897991957352795,0.862550126264218,1,1,1,1,0.359432583650449,0.999958139640646,2,2,0,0
"416",0,9.3833,0,0,0,0,0,0,0,0,2,2,0,0,19,19,19,19,0,0,0,0,1,1,0,0,25,0,0,0,0,0,0,0,0,23,23,0,0,78,78,78,78,0,0,0,0,1,1,0.999976455425483,0.973876488308098,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.797733106892809,0.709855078546836,0.134282568011347,0.142393841455558,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.997124101946634,1,1,1,1,1,1,1,1,0.0123808425618516,0.0123808422404696,1,1,0.201545309395183,0.0618811380956137,0.0645127024911612,0.0118622956377106,1,1,1,1,0.939089120019077,0.999958139640646,2,2,0,0
"516",0,0.8167,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,0,0,0,0,1,1,0,0,741.5167,0,0,0,0,0,0,0,0,1,1,0,0,6,6,6,6,0,0,0,0,1,1,0.999976455425483,0.970414721471531,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.939269411253459,0.966996147388851,0.999909641361617,0.988643217613739,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.539603775698629,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.921039089449106,0.915394957755129,0.999626726862674,0.957541589641204,1,1,1,1,0.939089120019077,0.999958139640646,2,2,0,0
"615",0,8.5167,0,0,0,0,0,0,0,0,1,1,0,0,66,47,0,0,0,0,0,0,0.71212,1,0,0,57.9833,3,3,25,17,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.69231,1,0.999976455425483,0.97352629486606,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.120469792531602,0.207095814231563,0.752417511231637,0.730697248198963,1,1,1,1,0.649710722438791,1,0.999976455425483,0.999976455425483,0.999654502039575,0,0,0,0,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.796944199283461,0.754402466363004,0.897991957352795,0.862550126264218,1,1,1,1,0.689834080836928,0.999958139640646,2,2,0,0
"716",0,28.7667,0,0,0,0,0,0,0,0,1,1,0,0,181,143,0,0,0,0,0,0,0.79006,1,0,0,12.6667,0,0,0,0,0,0,0,0,1,1,0,0,23,22,8,8,0,0,0,0,0.96774,1,0.999976455425483,0.98170932879323,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0,0,0.752417511231637,0.730697248198963,1,1,1,1,0.919758625602912,1,0.999976455425483,0.999976455425483,0.995258926509979,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.918325068111852,0.877991489233173,0.983577986559645,0.857799378870397,1,1,1,1,0.998984795034318,0.999958139640646,2,2,0,0
"814",0,441.25,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,1,1,0,0,129.1667,1,1,69,37,0,0,0,0,2,2,0,0,6,6,36,30,0,0,0,0,0.65766,1,0.999976455425483,0.890152452440204,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.860385759227267,0.860385759227267,1,1,0.882672797181449,0.912820548835519,0.933380649743336,0.950497713862974,1,1,1,1,0.84303632039995,1,0.999976455425483,0.999976455425483,0.993206417277568,0.129868997323598,0.129868997323598,0,0,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.921039089449106,0.915394957755129,0.270819729029545,0.151110821658995,1,1,1,1,0.573338335923122,0.999958139640646,2,2,0,0
"1214",0,45.65,0,0,0,0,0,0,0,0,1,1,0,0,56,29,73,41,0,0,0,0,0.54264,1,0,0,0.1833,0,0,0,0,0,0,0,0,4,3,0,0,60,3,46,5,0,0,0,0,0.07547,0.75,0.999976455425483,0.988531877766198,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.175458763620338,0.442438866069614,0.0661719811693537,0.00301208577472808,1,1,1,1,0.233175644917152,1,0.999976455425483,0.999976455425483,0.99285035560077,1,1,1,1,1,1,1,1,0.229726462413478,0.569458263348313,1,1,0.292541174390088,0.827147989612963,0.189605937494011,0.987081549553617,1,1,1,1,0,1.63033498526544e-05,2,2,0,0
"1314",0,13.95,1,1,103,87,0,0,0,0,1,1,0,0,7,7,103,90,0,0,0,0,0.86385,1,0,0,717.3,1,1,404,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80941,1,0.999976455425483,0.975721893791319,0.111108495480668,0.111108495480668,0.0131779038885212,0.0536735809069723,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.990426900973626,0.999936004511855,0,0,1,1,1,1,0.999967420965297,1,0.999976455425483,0.999976455425483,0.558625308480694,0.129868997323598,0.129868997323598,0,0,1,1,1,1,0.476351522128123,0.476351509767337,1,1,0.766808975313393,0.714719564673896,0.897991957352795,0.862550126264218,1,1,1,1,0.938486009988041,0.999958139640646,2,2,0,0
"1414",0,8.9167,0,0,0,0,0,0,0,0,1,1,0,0,5,4,4,4,0,0,0,0,0.88889,1,1,1,10.0667,1,1,86,70,0,0,0,0,2,2,0,0,92,58,18,17,0,0,0,0,0.7398,1,0.999976455425483,0.973687935042399,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0.922103614519329,0.922103614519329,1,1,0.961098750763494,0.966996147388851,0.999909641361617,0.988643217613739,1,1,1,1,0.994516856621635,1,0.111108495480668,0.111108495480668,0.99486572630117,0.129868997323598,0.129868997323598,0,0,1,1,1,1,0.925494260363564,0.925494719495394,1,1,0.0964464865462856,0.225871873639924,0.65636952439443,0.297643459308262,1,1,1,1,0.83539575070829,0.999958139640646,2,2,0,0
"1716",0,3075.0667,0,0,0,0,0,0,0,0,15,15,0,0,132,114,86,85,0,0,0,0,0.91284,1,0,1,152.5167,0,0,0,0,0,0,0,0,1,1,0,0,5,5,4,4,0,0,0,0,1,1,0.999976455425483,0.0610981848734049,0.999976455425483,0.999976455425483,0.999664427218743,0.999282561248248,1,1,1,1,0,0,1,1,0.0428229407746078,0.00628151187853375,0,0,1,1,1,1,0.983588602328042,1,0.999976455425483,0.111108495480668,0.987734770421831,1,1,1,1,1,1,1,1,0.935903179651462,0.935903157723998,1,1,0.900244244330762,0.889032098812776,0.990685810657223,0.99948392544805,1,1,1,1,0.939089120019077,0.999958139640646,2,2,0,0
