"","isFinal_t_0","MinutesSincePreviousCommit_t_0","NumberOfFilesAdded_t_0","NumberOfFilesAddedNet_t_0","NumberOfLinesAddedByAddedFiles_t_0","NumberOfLinesAddedByAddedFilesNet_t_0","NumberOfFilesDeleted_t_0","NumberOfFilesDeletedNet_t_0","NumberOfLinesDeletedByDeletedFiles_t_0","NumberOfLinesDeletedByDeletedFilesNet_t_0","NumberOfFilesModified_t_0","NumberOfFilesModifiedNet_t_0","NumberOfFilesRenamed_t_0","NumberOfFilesRenamedNet_t_0","NumberOfLinesAddedByModifiedFiles_t_0","NumberOfLinesAddedByModifiedFilesNet_t_0","NumberOfLinesDeletedByModifiedFiles_t_0","NumberOfLinesDeletedByModifiedFilesNet_t_0","NumberOfLinesAddedByRenamedFiles_t_0","NumberOfLinesAddedByRenamedFilesNet_t_0","NumberOfLinesDeletedByRenamedFiles_t_0","NumberOfLinesDeletedByRenamedFilesNet_t_0","Density_t_0","AffectedFilesRatioNet_t_0","isInitial_t_1","precByMerge_t_1","MinutesSincePreviousCommit_t_1","NumberOfFilesAdded_t_1","NumberOfFilesAddedNet_t_1","NumberOfLinesAddedByAddedFiles_t_1","NumberOfLinesAddedByAddedFilesNet_t_1","NumberOfFilesDeleted_t_1","NumberOfFilesDeletedNet_t_1","NumberOfLinesDeletedByDeletedFiles_t_1","NumberOfLinesDeletedByDeletedFilesNet_t_1","NumberOfFilesModified_t_1","NumberOfFilesModifiedNet_t_1","NumberOfFilesRenamed_t_1","NumberOfFilesRenamedNet_t_1","NumberOfLinesAddedByModifiedFiles_t_1","NumberOfLinesAddedByModifiedFilesNet_t_1","NumberOfLinesDeletedByModifiedFiles_t_1","NumberOfLinesDeletedByModifiedFilesNet_t_1","NumberOfLinesAddedByRenamedFiles_t_1","NumberOfLinesAddedByRenamedFilesNet_t_1","NumberOfLinesDeletedByRenamedFiles_t_1","NumberOfLinesDeletedByRenamedFilesNet_t_1","Density_t_1","AffectedFilesRatioNet_t_1","d_isFinal_t_0","d_MinutesSincePreviousCommit_t_0","d_NumberOfFilesAdded_t_0","d_NumberOfFilesAddedNet_t_0","d_NumberOfLinesAddedByAddedFiles_t_0","d_NumberOfLinesAddedByAddedFilesNet_t_0","d_NumberOfFilesDeleted_t_0","d_NumberOfFilesDeletedNet_t_0","d_NumberOfLinesDeletedByDeletedFiles_t_0","d_NumberOfLinesDeletedByDeletedFilesNet_t_0","d_NumberOfFilesModified_t_0","d_NumberOfFilesModifiedNet_t_0","d_NumberOfFilesRenamed_t_0","d_NumberOfFilesRenamedNet_t_0","d_NumberOfLinesAddedByModifiedFiles_t_0","d_NumberOfLinesAddedByModifiedFilesNet_t_0","d_NumberOfLinesDeletedByModifiedFiles_t_0","d_NumberOfLinesDeletedByModifiedFilesNet_t_0","d_NumberOfLinesAddedByRenamedFiles_t_0","d_NumberOfLinesAddedByRenamedFilesNet_t_0","d_NumberOfLinesDeletedByRenamedFiles_t_0","d_NumberOfLinesDeletedByRenamedFilesNet_t_0","d_Density_t_0","d_AffectedFilesRatioNet_t_0","d_isInitial_t_1","d_precByMerge_t_1","d_MinutesSincePreviousCommit_t_1","d_NumberOfFilesAdded_t_1","d_NumberOfFilesAddedNet_t_1","d_NumberOfLinesAddedByAddedFiles_t_1","d_NumberOfLinesAddedByAddedFilesNet_t_1","d_NumberOfFilesDeleted_t_1","d_NumberOfFilesDeletedNet_t_1","d_NumberOfLinesDeletedByDeletedFiles_t_1","d_NumberOfLinesDeletedByDeletedFilesNet_t_1","d_NumberOfFilesModified_t_1","d_NumberOfFilesModifiedNet_t_1","d_NumberOfFilesRenamed_t_1","d_NumberOfFilesRenamedNet_t_1","d_NumberOfLinesAddedByModifiedFiles_t_1","d_NumberOfLinesAddedByModifiedFilesNet_t_1","d_NumberOfLinesDeletedByModifiedFiles_t_1","d_NumberOfLinesDeletedByModifiedFilesNet_t_1","d_NumberOfLinesAddedByRenamedFiles_t_1","d_NumberOfLinesAddedByRenamedFilesNet_t_1","d_NumberOfLinesDeletedByRenamedFiles_t_1","d_NumberOfLinesDeletedByRenamedFilesNet_t_1","d_Density_t_1","d_AffectedFilesRatioNet_t_1","est_t1","est_t0","y_t1","y_t0"
"126",0,153,0,0,0,0,0,0,0,0,1,1,0,0,50,43,45,42,0,0,0,0,0.89474,1,0,0,32.5167,0,0,0,0,0,0,0,0,1,0,0,0,61,0,19,0,0,0,0,0,0,0,1,0.0408989916778427,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.737806827410891,0.558989125136369,0.199578900237435,0.0254529681449545,1,1,1,1,0.812313679769275,1,0.999955772564377,0.999955772564377,0.999135777874321,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.612601290175906,0.999958139640646,0.999958139640646,0.372341974177732,0.950094883022334,0.119001145827902,0.989622211244312,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0133185368132328,0.129868997323598,1,1,0,0
"127",0,1.2167,0,0,0,0,0,0,0,0,7,7,0,0,101,82,96,82,0,0,0,0,0.83249,1,0,0,0.7,0,0,0,0,0,0,0,0,1,1,0,0,59,50,26,4,0,0,0,0,0.63529,1,1,0.950647723468651,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0110240542239596,0.0110240542239596,1,1,0.370037029239754,0.208158563827338,0.0686758505089455,0.0312683193637544,1,1,1,1,0.967680981006791,1,0.999955772564377,0.999955772564377,0.995293968369991,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.387690614552139,0.29135852685104,0.0810178345208728,0.564709434025649,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.767810640531655,1,1,1,0,0
"128",0,401.1167,0,0,0,0,0,0,0,0,5,5,0,0,109,86,32,30,0,0,0,0,0.8227,1,0,0,117.25,1,1,150,67,0,0,0,0,5,5,0,0,142,125,96,81,0,0,0,0,0.70361,1,1,0.0533288398742099,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0110652299055024,0.0110652299055024,1,1,0.318968359858649,0.164505247627984,0.33549589637506,0.0998074253592436,1,1,1,1,0.979427637204166,1,0.999955772564377,0.999955772564377,0.996395509627666,0.907281659575328,0.907281659575328,0.545031692362822,0.662524846164548,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.0025130194351115,0.0025130194351115,0.999958139640646,0.999958139640646,0.15467782930879,7.48003711642953e-06,0,0,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.962074531063112,1,1,1,0,0
"130",0,34.1333,0,0,0,0,0,0,0,0,12,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,55.4333,0,0,0,0,0,0,0,0,3,3,1,1,121,94,20,18,2,2,2,2,0.8,1,1,0.646557693286856,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0,0.31791464450319,1,1,0.0347944419428146,0.825832511832045,0.947851912837428,0.935272946598388,1,1,1,1,0.00129522985156337,0.129868997323598,0.999955772564377,0.999955772564377,0.998394656835706,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.102934843695088,0.102934843695088,0.0526293757705604,0.0526293757705604,0.113744234296258,0.0175820264320926,0.128799068982118,0.0584689288763959,0.0526293757705604,0.0526293757705604,0.000565157863806354,0.000565157863806354,0.926079135599361,1,1,1,0,0
"131",0,8.4,0,0,0,0,0,0,0,0,1,1,0,0,10,3,0,0,0,0,0,0,0.3,1,0,0,0.8167,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,0,0,0,0,1,1,1,0.999430562736736,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.970377853467415,0.912999037313128,0.947851912837428,0.935272946598388,1,1,1,1,0.289739617882814,1,0.999955772564377,0.999955772564377,0.995401788211986,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.985553531293854,0.998650404538481,0.660547237230815,0.564709434025649,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"133",0,30.85,0,0,0,0,0,0,0,0,2,2,0,0,30,24,16,13,0,0,0,0,0.80435,1,0,0,0.0167,0,0,0,0,0,0,0,0,1,1,0,0,8,3,17,11,0,0,0,0,0.56,1,1,0.705664039324216,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.706478480645426,0.706478480645426,1,1,0.938934173963328,0.790489276855331,0.698127873947318,0.570107008832635,1,1,1,1,0.993879503502691,1,0.999955772564377,0.999955772564377,0.994662663331129,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.99997173208875,0.992447081199325,0.0921244137104281,0.218669677358238,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.498517718651469,1,1,1,0,0
"135",0,795.2833,0,0,0,0,0,0,0,0,1,1,0,0,9,9,4,4,0,0,0,0,1,1,1,1,222.8167,0,0,0,0,0,0,0,0,18,18,0,0,237,174,106,54,0,0,0,0,0.66472,1,1,2.47575503697672e-14,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.961888393565787,0.998200143042836,0.999997364837079,0.98140597609758,1,1,1,1,0.335342984724288,1,0.249994053362974,0.249994053362974,0.967369775075116,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0,0,0.999958139640646,0.999958139640646,0.043995477740035,0.00193893504554425,0,0,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.866982930890039,1,1,1,0,0
"140",0,1271.2833,0,0,0,0,0,0,0,0,4,4,0,0,79,69,87,81,0,0,0,0,0.90361,1,0,0,86.9333,2,2,264,224,0,0,0,0,136,136,1,1,11475,8084,11970,8373,51,42,54,43,0.70404,1,1,0,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.044160913498754,0.044160913498754,1,1,0.534109164492913,0.398693216235004,0.0416845807314412,0.0234894477348014,1,1,1,1,0.778503676794881,1,0.999955772564377,0.999955772564377,0.997375949317296,0.424408982943862,0.424408982943862,0.151728497460307,0.0869430425591415,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0,0,0.0526293757705604,0.0526293757705604,0,0,0,0,0,0,0,0,0.962835607983427,1,1,1,0,0
"142",0,197.0833,0,0,0,0,0,0,0,0,2,2,0,0,3,3,196,44,0,0,0,0,0.23618,1,0,0,1.0833,0,0,0,0,0,0,0,0,1,1,0,0,30,21,1,1,0,0,0,0,0.70968,1,1,0.000140681468428413,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.706478480645426,0.706478480645426,1,1,0.88873124303207,0.912999037313128,0,0.0388568530391038,1,1,1,1,0.167050943718569,1,0.999955772564377,0.999955772564377,0.995648101578531,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.742418703599908,0.633319245614796,0.992864567805572,0.971440840527568,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.972129740780623,1,1,1,0,0
"143",0,1386.0667,0,0,0,0,0,0,0,0,1,1,0,0,20,15,22,17,0,0,0,0,0.7619,1,0,0,11.7833,0,0,0,0,0,0,0,0,1,1,0,0,3,3,10,10,0,0,0,0,1,1,1,0,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.997299802410543,0.963006498722598,0.514305627357457,0.372851750166272,1,1,1,1,0.99603144153902,1,0.999955772564377,0.999955772564377,0.99980629439693,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.97805334903386,0.992447081199325,0.260032920829569,0.269291287036951,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"144",0,28.7,0,0,0,0,0,0,0,0,1,1,0,0,25,25,25,25,0,0,0,0,1,1,0,0,11.5667,0,0,0,0,0,0,0,0,1,1,0,0,5,5,3,3,0,0,0,0,1,1,1,0.745298046652949,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.976306838481131,0.77002560842566,0.445879111239853,0.119783692172885,1,1,1,1,0.335342984724288,1,0.999955772564377,0.999955772564377,0.999813299223866,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.99154173143723,0.999983664004686,0.791395752222944,0.681774054692293,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"145",0,0.7,0,0,0,0,0,0,0,0,1,1,0,0,59,50,26,4,0,0,0,0,0.63529,1,0,0,26.55,0,0,0,0,0,0,0,0,1,1,0,0,54,46,20,3,0,0,0,0,0.66216,1,1,0.943353545236472,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.663853397767415,0.547623330701584,0.42644528822478,0.98140597609758,1,1,1,1,0.746102794490583,1,0.999955772564377,0.999955772564377,0.99932874048226,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.428081783920234,0.283120191616587,0.128799068982118,0.681774054692293,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.859099943655429,1,1,1,0,0
"148",0,667.0667,0,0,0,0,0,0,0,0,1,1,0,0,4,1,4,1,0,0,0,0,0.25,1,0,0,956.9167,0,0,0,0,0,0,0,0,4,4,0,0,21,21,21,21,0,0,0,0,1,1,1,2.18106689569191e-17,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.90351506880208,0.857694461639116,0.999997364837079,0.976719727616884,1,1,1,1,0.192425036922363,1,0.999955772564377,0.999955772564377,0.30252019126916,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.00252160691560046,0.00252160691560046,0.999958139640646,0.999958139640646,0.892719754676834,0.633319245614796,0.132293675058087,0.00801275180434502,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"149",0,25.2167,1,1,159,123,0,0,0,0,5,5,0,0,147,127,331,278,0,0,0,0,0.82889,1,0,0,10.1167,0,0,0,0,0,0,0,0,1,1,0,0,36,23,10,7,0,0,0,0,0.65217,1,1,0.809497841179243,0.439415748052384,0.439415748052384,0.00293257373924033,0.00279186662038127,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0110652299055024,0.0110652299055024,1,1,0.193930989833819,0,0,0,1,1,1,1,0.972331465443107,1,0.999955772564377,0.999955772564377,0.999860192109634,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.642065231227375,0.572634889919613,0.260032920829569,0.431915913908736,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.826835723023603,1,1,1,0,0
"150",0,254.2167,0,0,0,0,0,0,0,0,2,2,0,0,19,19,16,16,0,0,0,0,1,1,0,0,9753.9833,1,1,6,4,0,0,0,0,4,4,0,0,30,24,20,19,0,0,0,0,0.83929,1,1,3.88379434660409e-11,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.706478480645426,0.706478480645426,1,1,0.999103174886175,0.894179392243021,0.698127873947318,0.422160170636639,1,1,1,1,0.335342984724288,1,0.999955772564377,0.999955772564377,4.78967222957441e-19,0.907281659575328,0.907281659575328,0.98945769658739,0.987467425860548,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.00252160691560046,0.00252160691560046,0.999958139640646,0.999958139640646,0.742418703599908,0.543853654704024,0.128799068982118,0.0361658932294082,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.78408071195728,1,1,1,0,0
"151",0,117.25,1,1,150,67,0,0,0,0,5,5,0,0,142,125,96,81,0,0,0,0,0.70361,1,0,0,23.7167,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,4,4,4,0.34783,1,1,0.130136165341158,0.439415748052384,0.439415748052384,0.00859211786992473,0.162390641419552,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0110652299055024,0.0110652299055024,1,1,0.214812486890994,0,0.0686758505089455,0.0234894477348014,1,1,1,1,0.931958485224371,1,0.999955772564377,0.999955772564377,0.999420369181051,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.612601290175906,0.612601290175906,0.0526293757705604,0.0526293757705604,0.946119158212561,0.950094883022334,0.980950404760928,0.989622211244312,0,0,0,0,0.168447918444008,1,1,1,0,0
"153",0,32.5167,0,0,0,0,0,0,0,0,2,2,0,0,51,40,4,4,0,0,0,0,0.8,1,0,0,5662.6333,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0.675394054819777,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.706478480645426,0.706478480645426,1,1,0.728678632826695,0.572040261254315,0.999997364837079,0.98140597609758,1,1,1,1,0.996000516588714,1,0.999955772564377,0.999955772564377,0.000273320768654963,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.958366778938441,0.968173111307492,0.980950404760928,0.989622211244312,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"155",0,12.75,0,0,0,0,1,1,48,26,2,2,0,0,39,30,11,9,0,0,0,0,0.66327,1,0,0,2.6333,0,0,0,0,0,0,0,0,11,2,0,0,49,2,48,2,0,0,0,0,0.04124,0.18182,1,0.983708572119919,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.0526293757705604,0.0526293757705604,0.000231827479901649,0.000603086165467677,0.706478480645426,0.706478480645426,1,1,0.84935484515741,0.678526999194145,0.870869125095131,0.765546269274788,1,1,1,1,0.834516895775541,1,0.999955772564377,0.999955772564377,0.99708015603519,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0,0.223462267114142,0.999958139640646,0.999958139640646,0.474249468478745,0.982497478031686,0,0.84055338899608,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.0334098368032345,0.255013380370544,1,1,0,0
"156",0,2.6333,0,0,0,0,0,0,0,0,11,2,0,0,49,2,48,2,0,0,0,0,0.04124,0.18182,1,1,4.0833,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,17,1,2,2,0.2,1,1,0.967441930222842,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0,0.706478480645426,1,1,0.747142322290762,0.886816415126861,0.180556715408609,0.997329473959669,1,1,1,1,0.00441059910705629,0.255013380370544,0.249994053362974,0.249994053362974,0.998419819881742,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.0526293757705604,0.0526293757705604,0.946119158212561,0.950094883022334,0.992864567805572,0.971440840527568,0,3.90817770271099e-05,0.000565157863806354,0.000565157863806354,0.166679654670457,1,1,1,0,0
"159",0,6.1333,0,0,0,0,1,1,56,32,4,4,0,0,56,38,14,9,0,0,0,0,0.62698,1,0,0,12.75,0,0,0,0,1,1,48,26,2,2,0,0,39,30,11,9,0,0,0,0,0.66327,1,1,0.993937620192737,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.0526293757705604,0.0526293757705604,1.72871844370673e-05,1.84803040650105e-05,0.044160913498754,0.044160913498754,1,1,0.686519280235742,0.585081068356563,0.76852811490296,0.765546269274788,1,1,1,1,0.718240662254307,1,0.999955772564377,0.999955772564377,0.999775031395087,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.111108495480668,0.111108495480668,0.0191542841873027,0.00248608807430077,0.223462267114142,0.223462267114142,0.999958139640646,0.999958139640646,0.596493520179717,0.401145135403449,0.212638445636272,0.323821567900689,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.862533413727909,1,1,1,0,0
"165",0,80.1333,0,0,0,0,0,0,0,0,2,2,0,0,4,4,4,4,0,0,0,0,1,1,0,0,12.6333,0,0,0,0,0,0,0,0,1,1,0,0,111,71,133,83,0,0,0,0,0.63115,1,1,0.13657140160359,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.706478480645426,0.706478480645426,1,1,0.90351506880208,0.93602339724065,0.999997364837079,0.98140597609758,1,1,1,1,0.335342984724288,1,0.999955772564377,0.999955772564377,0.999778805463894,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.0927906280129138,0.21702937278471,0,0,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.752719010460191,1,1,1,0,0
"167",0,1,0,0,0,0,0,0,0,0,1,1,0,0,12,7,4,3,0,0,0,0,0.625,1,1,1,8758.4333,0,0,0,0,0,0,0,0,1,1,0,0,7,3,6,3,0,0,0,0,0.46154,1,1,0.947976257951236,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.984111114409947,0.984022362485293,0.999997364837079,0.998033426520606,1,1,1,1,0.711574159012967,1,0.249994053362974,0.249994053362974,1.31558738260937e-17,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.998567914654202,0.992447081199325,0.473810800308545,0.681774054692293,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.293555258657035,1,1,1,0,0
"168",0,12.6667,0,0,0,0,0,0,0,0,1,1,0,0,23,22,8,8,0,0,0,0,0.96774,1,0,0,39.9333,0,0,0,0,0,0,0,0,2,2,0,0,81,72,44,32,0,0,0,0,0.832,1,1,0.984269716216933,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.986991821490023,0.832369721801585,0.953318451166169,0.815514168831062,1,1,1,1,0.483446591478887,1,0.999955772564377,0.999955772564377,0.998895925614605,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.223462267114142,0.223462267114142,0.999958139640646,0.999958139640646,0.215194515907625,0.205414905168269,0,0,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.815202545048716,1,1,1,0,0
"170",0,245.35,0,0,0,0,0,0,0,0,1,1,0,0,5,5,1,1,0,0,0,0,1,1,0,0,23.7167,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,6.16046262863377e-10,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.91724380720722,0.95560390035417,0.970625220005288,0.976719727616884,1,1,1,1,0.335342984724288,1,0.999955772564377,0.999955772564377,0.999420369181051,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.958366778938441,0.968173111307492,0.992864567805572,0.971440840527568,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"171",0,1.3,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,0,0,0,0,1,1,0,0,39.4167,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,1,1,1,0.951635269298542,0.999761498291678,0.999761498291678,0.995232093142495,0.99575834341103,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.995851114700023,0.995851114700023,1,1,0.90351506880208,0.93602339724065,0.999997364837079,0.98140597609758,1,1,1,1,0.335342984724288,1,0.999955772564377,0.999955772564377,0.998912632417907,0.976761175991863,0.976761175991863,0.971441270704585,0.968962841973383,0.999976455425483,0.999976455425483,0.999593687298367,0.999597869571532,0.999681893192394,0.999681893192394,0.999958139640646,0.999958139640646,0.968923925855384,0.982497478031686,0.992864567805572,0.971440840527568,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.119309047138154,1,1,1,0,0
"172",0,9753.9833,1,1,6,4,0,0,0,0,4,4,0,0,30,24,20,19,0,0,0,0,0.83929,1,1,0,22510.1833,4,4,221,184,7,5,70,70,8,7,0,0,85,44,20,20,0,0,0,0,0.80303,0.84211,1,0,0.439415748052384,0.439415748052384,0.986641375840327,0.984788670160819,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.044160913498754,0.044160913498754,1,1,0.938934173963328,0.790489276855331,0.569017452889237,0.279812206142448,1,1,1,1,0.957679147027184,1,0.249994053362974,0.999955772564377,1.34634762897083e-17,0.123470661764955,0.123470661764955,0.268988611215003,0.0831131520326187,0,0,0.000436416355986045,0,0,0.0025169286967265,0.999958139640646,0.999958139640646,0.184415918646721,0.281886372705342,0.128799068982118,0.0186782647356429,0.999958139640646,0.999958139640646,0.999958139640646,0.999958139640646,0.917607136034527,0.950397813257315,1,1,0,0
