"","t","doEcdf","rfeVars","resample","model","vars","acc","kappa"
"345",3,TRUE,FALSE,14,"B2",49,0.153846153846154,-0.0651769087523277
"346",1,FALSE,FALSE,14,"B2",49,0.195652173913043,-0.0558312655086849
"347",2,FALSE,FALSE,14,"B2",49,0.297297297297297,0.0614634146341463
"348",3,FALSE,FALSE,14,"B2",49,0.192307692307692,-0.024390243902439
"349",1,TRUE,TRUE,15,"B2",11,0.304347826086957,0.0127431254191818
"350",2,TRUE,TRUE,15,"B2",21,0.189189189189189,-0.0766246362754607
"351",3,TRUE,TRUE,15,"B2",18,0.230769230769231,0.0114068441064639
"352",1,FALSE,TRUE,15,"B2",11,0.173913043478261,-0.0945522855353789
"353",2,FALSE,TRUE,15,"B2",21,0.243243243243243,-0.104477611940299
"354",3,FALSE,TRUE,15,"B2",18,0.269230769230769,0.0139720558882235
"355",1,TRUE,FALSE,15,"B2",49,0.326086956521739,0.0461538461538462
"356",2,TRUE,FALSE,15,"B2",49,0.27027027027027,0.0366441658630665
"357",3,TRUE,FALSE,15,"B2",49,0.230769230769231,0.0630630630630631
"358",1,FALSE,FALSE,15,"B2",49,0.217391304347826,-0.0494296577946768
"359",2,FALSE,FALSE,15,"B2",49,0.27027027027027,0.0654817586529467
"360",3,FALSE,FALSE,15,"B2",49,0.153846153846154,-0.119373776908024
"361",1,TRUE,TRUE,1,"B3",11,0.260869565217391,0.00887198986058303
"362",2,TRUE,TRUE,1,"B3",21,0.243243243243243,0.00956022944550672
"363",3,TRUE,TRUE,1,"B3",18,0.269230769230769,0.0800744878957169
"364",1,FALSE,TRUE,1,"B3",11,0.152173913043478,-0.0939024390243902
"365",2,FALSE,TRUE,1,"B3",21,0.432432432432432,0.200617283950617
"366",3,FALSE,TRUE,1,"B3",18,0.192307692307692,-0.094188376753507
"367",1,TRUE,FALSE,1,"B3",49,0.391304347826087,0.166882276843467
"368",2,TRUE,FALSE,1,"B3",49,0.297297297297297,0.038
"369",3,TRUE,FALSE,1,"B3",49,0.153846153846154,-0.036231884057971
"370",1,FALSE,FALSE,1,"B3",49,0.347826086956522,0.132620993086109
"371",2,FALSE,FALSE,1,"B3",49,0.243243243243243,-0.01171875
"372",3,FALSE,FALSE,1,"B3",49,0.230769230769231,-0.00775193798449613
"373",1,TRUE,TRUE,2,"B3",11,0.391304347826087,0.130904183535763
"374",2,TRUE,TRUE,2,"B3",21,0.27027027027027,0.0530805687203791
"375",3,TRUE,TRUE,2,"B3",18,0.230769230769231,0.0388170055452865
"376",1,FALSE,TRUE,2,"B3",11,0.217391304347826,-0.0534351145038168
"377",2,FALSE,TRUE,2,"B3",21,0.27027027027027,0.0234604105571848
"378",3,FALSE,TRUE,2,"B3",18,0.307692307692308,0.0894941634241245
"379",1,TRUE,FALSE,2,"B3",49,0.282608695652174,0.0142857142857143
"380",2,TRUE,FALSE,2,"B3",49,0.216216216216216,-0.0915564598168871
"381",3,TRUE,FALSE,2,"B3",49,0.307692307692308,0.0894941634241245
"382",1,FALSE,FALSE,2,"B3",49,0.195652173913043,-0.105194805194805
"383",2,FALSE,FALSE,2,"B3",49,0.216216216216216,-0.0103578154425612
"384",3,FALSE,FALSE,2,"B3",49,0.307692307692308,0.110266159695817
"385",1,TRUE,TRUE,3,"B3",11,0.239130434782609,-0.0340398201669878
"386",2,TRUE,TRUE,3,"B3",21,0.27027027027027,0.0394230769230769
"387",3,TRUE,TRUE,3,"B3",18,0.153846153846154,-0.0874524714828898
"388",1,FALSE,TRUE,3,"B3",11,0.326086956521739,0.0606060606060606
"389",2,FALSE,TRUE,3,"B3",21,0.27027027027027,0.0215475024485798
"390",3,FALSE,TRUE,3,"B3",18,0.0384615384615385,-0.20817843866171
"391",1,TRUE,FALSE,3,"B3",49,0.239130434782609,-0.0280970625798212
"392",2,TRUE,FALSE,3,"B3",49,0.27027027027027,0.0548722800378429
"393",3,TRUE,FALSE,3,"B3",49,0.230769230769231,-0.01364522417154
"394",1,FALSE,FALSE,3,"B3",49,0.326086956521739,0.0823680823680824
"395",2,FALSE,FALSE,3,"B3",49,0.162162162162162,-0.1201171875
"396",3,FALSE,FALSE,3,"B3",49,0.307692307692308,0.125233644859813
"397",1,TRUE,TRUE,4,"B3",11,0.152173913043478,-0.133291219204043
"398",2,TRUE,TRUE,4,"B3",21,0.297297297297297,0.0864197530864198
"399",3,TRUE,TRUE,4,"B3",18,0.346153846153846,0.114228456913828
"400",1,FALSE,TRUE,4,"B3",11,0.260869565217391,0.0261519302615193
"401",2,FALSE,TRUE,4,"B3",21,0.216216216216216,-0.0287631831255993
"402",3,FALSE,TRUE,4,"B3",18,0.230769230769231,-0.04
"403",1,TRUE,FALSE,4,"B3",49,0.369565217391304,0.173482032218092
"404",2,TRUE,FALSE,4,"B3",49,0.135135135135135,-0.072463768115942
"405",3,TRUE,FALSE,4,"B3",49,0.230769230769231,-0.0483870967741936
"406",1,FALSE,FALSE,4,"B3",49,0.282608695652174,-0.0026420079260238
"407",2,FALSE,FALSE,4,"B3",49,0.243243243243243,-0.0277777777777778
"408",3,FALSE,FALSE,4,"B3",49,0.153846153846154,-0.036231884057971
"409",1,TRUE,TRUE,5,"B3",11,0.217391304347826,-0.0541056651814131
"410",2,TRUE,TRUE,5,"B3",21,0.189189189189189,-0.0611854684512428
"411",3,TRUE,TRUE,5,"B3",18,0.230769230769231,0.00763358778625951
"412",1,FALSE,TRUE,5,"B3",11,0.347826086956522,0.065040650406504
"413",2,FALSE,TRUE,5,"B3",21,0.27027027027027,0.001998001998002
"414",3,FALSE,TRUE,5,"B3",18,0.192307692307692,-0.0111111111111111
"415",1,TRUE,FALSE,5,"B3",49,0.173913043478261,-0.107731305449937
"416",2,TRUE,FALSE,5,"B3",49,0.297297297297297,0.060546875
"417",3,TRUE,FALSE,5,"B3",49,0.192307692307692,-0.0167597765363128
"418",1,FALSE,FALSE,5,"B3",49,0.130434782608696,-0.218543046357616
"419",2,FALSE,FALSE,5,"B3",49,0.27027027027027,0.0338491295938104
"420",3,FALSE,FALSE,5,"B3",49,0.384615384615385,0.136929460580913
"421",1,TRUE,TRUE,6,"B3",11,0.326086956521739,0.0911408540471638
"422",2,TRUE,TRUE,6,"B3",21,0.243243243243243,-0.00778210116731516
"423",3,TRUE,TRUE,6,"B3",18,0.269230769230769,0.0817843866171003
"424",1,FALSE,TRUE,6,"B3",11,0.195652173913043,-0.0840764331210191
"425",2,FALSE,TRUE,6,"B3",21,0.243243243243243,0.0538812785388128
"426",3,FALSE,TRUE,6,"B3",18,0.192307692307692,-0.0360531309297913
"427",1,TRUE,FALSE,6,"B3",49,0.217391304347826,-0.138144329896907
"428",2,TRUE,FALSE,6,"B3",49,0.189189189189189,-0.0935960591133005
"429",3,TRUE,FALSE,6,"B3",49,0.269230769230769,0.0766355140186916
"430",1,FALSE,FALSE,6,"B3",49,0.239130434782609,-0.0327132777421424
"431",2,FALSE,FALSE,6,"B3",49,0.216216216216216,-0.0189933523266856
"432",3,FALSE,FALSE,6,"B3",49,0.269230769230769,-0.0122950819672132
"433",1,TRUE,TRUE,7,"B3",11,0.217391304347826,-0.0467762326169406
"434",2,TRUE,TRUE,7,"B3",21,0.216216216216216,-0.041747572815534
"435",3,TRUE,TRUE,7,"B3",18,0.307692307692308,-0.0469798657718121
"436",1,FALSE,TRUE,7,"B3",11,0.217391304347826,-0.0324189526184539
"437",2,FALSE,TRUE,7,"B3",21,0.27027027027027,0.0394230769230769
"438",3,FALSE,TRUE,7,"B3",18,0.230769230769231,-0.0058027079303675
"439",1,TRUE,FALSE,7,"B3",49,0.282608695652174,0.02504816955684
"440",2,TRUE,FALSE,7,"B3",49,0.324324324324324,0.101941747572816
"441",3,TRUE,FALSE,7,"B3",49,0.192307692307692,-0.123456790123457
"442",1,FALSE,FALSE,7,"B3",49,0.326086956521739,0.0397306397306397
"443",2,FALSE,FALSE,7,"B3",49,0.324324324324324,0.0940254652301665
"444",3,FALSE,FALSE,7,"B3",49,0.346153846153846,0.0474137931034483
"445",1,TRUE,TRUE,8,"B3",11,0.217391304347826,-0.0683870967741936
"446",2,TRUE,TRUE,8,"B3",21,0.27027027027027,-0.040625
"447",3,TRUE,TRUE,8,"B3",18,0.307692307692308,0.116981132075472
"448",1,FALSE,TRUE,8,"B3",11,0.239130434782609,0
"449",2,FALSE,TRUE,8,"B3",21,0.324324324324324,0.0940254652301665
"450",3,FALSE,TRUE,8,"B3",18,0.307692307692308,0.0947775628626693
"451",1,TRUE,FALSE,8,"B3",49,0.217391304347826,-0.0072992700729927
"452",2,TRUE,FALSE,8,"B3",49,0.162162162162162,-0.0699626865671642
"453",3,TRUE,FALSE,8,"B3",49,0.230769230769231,0.0114068441064639
"454",1,FALSE,FALSE,8,"B3",49,0.347826086956522,0.0567327409432672
"455",2,FALSE,FALSE,8,"B3",49,0.189189189189189,-0.122345803842265
"456",3,FALSE,FALSE,8,"B3",49,0.307692307692308,0.0468431771894094
"457",1,TRUE,TRUE,9,"B3",11,0.173913043478261,-0.0783466995681678
"458",2,TRUE,TRUE,9,"B3",21,0.189189189189189,-0.0393258426966292
"459",3,TRUE,TRUE,9,"B3",18,0.230769230769231,0.0151515151515152
"460",1,FALSE,TRUE,9,"B3",11,0.217391304347826,-0.0285714285714286
"461",2,FALSE,TRUE,9,"B3",21,0.189189189189189,-0.0979228486646885
"462",3,FALSE,TRUE,9,"B3",18,0.192307692307692,-0.094188376753507
"463",1,TRUE,FALSE,9,"B3",49,0.260869565217391,0.0188205771643664
"464",2,TRUE,FALSE,9,"B3",49,0.297297297297297,0.0302419354838709
"465",3,TRUE,FALSE,9,"B3",49,0.230769230769231,0.0812720848056537
"466",1,FALSE,FALSE,9,"B3",49,0.239130434782609,0.0206812652068127
"467",2,FALSE,FALSE,9,"B3",49,0.243243243243243,0.00384615384615386
"468",3,FALSE,FALSE,9,"B3",49,0.269230769230769,0.03515625
"469",1,TRUE,TRUE,10,"B3",11,0.282608695652174,0.0168393782383419
"470",2,TRUE,TRUE,10,"B3",21,0.27027027027027,0.0767097966728281
"471",3,TRUE,TRUE,10,"B3",18,0.230769230769231,0.0114068441064639
"472",1,FALSE,TRUE,10,"B3",11,0.195652173913043,-0.0931278098908157
"473",2,FALSE,TRUE,10,"B3",21,0.189189189189189,-0.0829268292682927
"474",3,FALSE,TRUE,10,"B3",18,0.192307692307692,-0.0581395348837209
"475",1,TRUE,FALSE,10,"B3",49,0.239130434782609,-0.0454545454545454
"476",2,TRUE,FALSE,10,"B3",49,0.351351351351351,0.0929519918283963
"477",3,TRUE,FALSE,10,"B3",49,0.192307692307692,-0.0833333333333333
"478",1,FALSE,FALSE,10,"B3",49,0.282608695652174,0.0704225352112676
"479",2,FALSE,FALSE,10,"B3",49,0.216216216216216,-0.0550639134709931
"480",3,FALSE,FALSE,10,"B3",49,0.115384615384615,-0.081374321880651
"481",1,TRUE,TRUE,11,"B3",11,0.260869565217391,-0.00708306503541539
"482",2,TRUE,TRUE,11,"B3",21,0.243243243243243,0.0161443494776828
"483",3,TRUE,TRUE,11,"B3",18,0.115384615384615,-0.105360443622921
"484",1,FALSE,TRUE,11,"B3",11,0.239130434782609,-0.013215859030837
"485",2,FALSE,TRUE,11,"B3",21,0.432432432432432,0.195652173913043
"486",3,FALSE,TRUE,11,"B3",18,0.153846153846154,-0.0874524714828898
"487",1,TRUE,FALSE,11,"B3",49,0.152173913043478,-0.147792706333973
"488",2,TRUE,FALSE,11,"B3",49,0.189189189189189,-0.152647975077882
"489",3,TRUE,FALSE,11,"B3",49,0.230769230769231,0.0510948905109489
"490",1,FALSE,FALSE,11,"B3",49,0.195652173913043,-0.0765338393421885
"491",2,FALSE,FALSE,11,"B3",49,0.243243243243243,0.00480307396733908
"492",3,FALSE,FALSE,11,"B3",49,0.307692307692308,0.113636363636364
"493",1,TRUE,TRUE,12,"B3",11,0.152173913043478,-0.160413971539457
"494",2,TRUE,TRUE,12,"B3",21,0.243243243243243,0.0281425891181989
"495",3,TRUE,TRUE,12,"B3",18,0.115384615384615,-0.107407407407407
"496",1,FALSE,TRUE,12,"B3",11,0.260869565217391,0.00382165605095538
"497",2,FALSE,TRUE,12,"B3",21,0.189189189189189,-0.0383536014967259
"498",3,FALSE,TRUE,12,"B3",18,0.192307692307692,-0.0705882352941176
"499",1,TRUE,FALSE,12,"B3",49,0.217391304347826,-0.0930693069306931
"500",2,TRUE,FALSE,12,"B3",49,0.216216216216216,-0.00374181478016839
"501",3,TRUE,FALSE,12,"B3",49,0.230769230769231,0.00763358778625951
"502",1,FALSE,FALSE,12,"B3",49,0.239130434782609,0.0104486785494776
"503",2,FALSE,FALSE,12,"B3",49,0.405405405405405,0.185185185185185
"504",3,FALSE,FALSE,12,"B3",49,0.269230769230769,0.0885608856088561
"505",1,TRUE,TRUE,13,"B3",11,0.195652173913043,-0.0684243565599498
"506",2,TRUE,TRUE,13,"B3",21,0.378378378378378,0.171372930866602
"507",3,TRUE,TRUE,13,"B3",18,0.192307692307692,0.00727272727272728
"508",1,FALSE,TRUE,13,"B3",11,0.304347826086957,0.0594249201277956
"509",2,FALSE,TRUE,13,"B3",21,0.216216216216216,-0.0357142857142857
"510",3,FALSE,TRUE,13,"B3",18,0.0769230769230769,-0.130434782608696
"511",1,TRUE,FALSE,13,"B3",49,0.217391304347826,-0.0816459830176356
"512",2,TRUE,FALSE,13,"B3",49,0.162162162162162,-0.106075216972035
"513",3,TRUE,FALSE,13,"B3",49,0.307692307692308,0.0714285714285714
"514",1,FALSE,FALSE,13,"B3",49,0.217391304347826,-0.0356472795497186
"515",2,FALSE,FALSE,13,"B3",49,0.216216216216216,-0.00374181478016839
"516",3,FALSE,FALSE,13,"B3",49,0.346153846153846,0.140077821011673
"517",1,TRUE,TRUE,14,"B3",11,0.304347826086957,0.0453955901426719
"518",2,TRUE,TRUE,14,"B3",21,0.162162162162162,-0.141293532338309
"519",3,TRUE,TRUE,14,"B3",18,0.384615384615385,0.166332665330661
"520",1,FALSE,TRUE,14,"B3",11,0.239130434782609,-0.0170562223626027
"521",2,FALSE,TRUE,14,"B3",21,0.216216216216216,0.0191956124314442
"522",3,FALSE,TRUE,14,"B3",18,0.230769230769231,0.0207156308851224
"523",1,TRUE,FALSE,14,"B3",49,0.217391304347826,-0.0494296577946768
"524",2,TRUE,FALSE,14,"B3",49,0.243243243243243,0.00192678227360305
"525",3,TRUE,FALSE,14,"B3",49,0.269230769230769,0.0554493307839388
"526",1,FALSE,FALSE,14,"B3",49,0.304347826086957,0.0251655629139073
"527",2,FALSE,FALSE,14,"B3",49,0.243243243243243,-0.0146914789422135
"528",3,FALSE,FALSE,14,"B3",49,0.230769230769231,-0.0196078431372549
"529",1,TRUE,TRUE,15,"B3",11,0.304347826086957,0.0472491909385113
"530",2,TRUE,TRUE,15,"B3",21,0.405405405405405,0.159958720330237
"531",3,TRUE,TRUE,15,"B3",18,0.269230769230769,0.037037037037037
"532",1,FALSE,TRUE,15,"B3",11,0.282608695652174,0.0237942122186494
"533",2,FALSE,TRUE,15,"B3",21,0.189189189189189,-0.0968379446640316
"534",3,FALSE,TRUE,15,"B3",18,0.230769230769231,-0.0633946830265849
"535",1,TRUE,FALSE,15,"B3",49,0.391304347826087,0.156516044531762
"536",2,TRUE,FALSE,15,"B3",49,0.162162162162162,-0.0820754716981132
"537",3,TRUE,FALSE,15,"B3",49,0.346153846153846,0.119521912350598
"538",1,FALSE,FALSE,15,"B3",49,0.260869565217391,0.00635324015247775
"539",2,FALSE,FALSE,15,"B3",49,0.108108108108108,-0.125345622119816
"540",3,FALSE,FALSE,15,"B3",49,0.423076923076923,0.23679060665362
"541",1,TRUE,TRUE,1,"C1",11,0.58695652173913,0.0672358591248668
"542",2,TRUE,TRUE,1,"C1",21,0.648648648648649,0.45772266065389
"543",1,FALSE,TRUE,1,"C1",11,0.58695652173913,0.0672358591248668
"544",2,FALSE,TRUE,1,"C1",21,0.648648648648649,0.45772266065389
"545",1,TRUE,FALSE,1,"C1",49,0.565217391304348,0
"546",2,TRUE,FALSE,1,"C1",49,0.567567567567568,0.227154046997389
"547",1,FALSE,FALSE,1,"C1",49,0.565217391304348,0
"548",2,FALSE,FALSE,1,"C1",49,0.567567567567568,0.227154046997389
"549",1,TRUE,TRUE,2,"C1",11,0.41304347826087,0.212428662016487
"550",2,TRUE,TRUE,2,"C1",21,0.594594594594595,0.356894553881808
"551",1,FALSE,TRUE,2,"C1",11,0.41304347826087,0.212428662016487
"552",2,FALSE,TRUE,2,"C1",21,0.594594594594595,0.356894553881808
"553",1,TRUE,FALSE,2,"C1",49,0.717391304347826,0.430476190476191
"554",2,TRUE,FALSE,2,"C1",49,0.243243243243243,0
"555",1,FALSE,FALSE,2,"C1",49,0.717391304347826,0.430476190476191
"556",2,FALSE,FALSE,2,"C1",49,0.243243243243243,0
"557",1,TRUE,TRUE,3,"C1",11,0.326086956521739,0.140963855421687
"558",2,TRUE,TRUE,3,"C1",21,0.27027027027027,0.0698324022346368
"559",1,FALSE,TRUE,3,"C1",11,0.326086956521739,0.140963855421687
"560",2,FALSE,TRUE,3,"C1",21,0.27027027027027,0.0698324022346368
"561",1,TRUE,FALSE,3,"C1",49,0.717391304347826,0.518518518518518
"562",2,TRUE,FALSE,3,"C1",49,0.648648648648649,0.340192043895748
"563",1,FALSE,FALSE,3,"C1",49,0.717391304347826,0.518518518518518
"564",2,FALSE,FALSE,3,"C1",49,0.648648648648649,0.340192043895748
"565",1,TRUE,TRUE,4,"C1",11,0.391304347826087,0.191969887076537
"566",2,TRUE,TRUE,4,"C1",21,0.189189189189189,0.0185676392572944
"567",1,FALSE,TRUE,4,"C1",11,0.391304347826087,0.191969887076537
"568",2,FALSE,TRUE,4,"C1",21,0.189189189189189,0.0185676392572944
"569",1,TRUE,FALSE,4,"C1",49,0.521739130434783,0.347096774193548
"570",2,TRUE,FALSE,4,"C1",49,0.162162162162162,-0.0105726872246696
"571",1,FALSE,FALSE,4,"C1",49,0.521739130434783,0.347096774193548
"572",2,FALSE,FALSE,4,"C1",49,0.162162162162162,-0.0105726872246696
"573",1,TRUE,TRUE,5,"C1",11,0.58695652173913,0.14481409001957
"574",2,TRUE,TRUE,5,"C1",21,0.351351351351351,0.173184357541899
"575",1,FALSE,TRUE,5,"C1",11,0.58695652173913,0.14481409001957
"576",2,FALSE,TRUE,5,"C1",21,0.351351351351351,0.173184357541899
"577",1,TRUE,FALSE,5,"C1",49,0.565217391304348,0
"578",2,TRUE,FALSE,5,"C1",49,0.432432432432432,0.177777777777778
"579",1,FALSE,FALSE,5,"C1",49,0.565217391304348,0
"580",2,FALSE,FALSE,5,"C1",49,0.432432432432432,0.177777777777778
"581",1,TRUE,TRUE,6,"C1",11,0.652173913043478,0.255060728744939
"582",2,TRUE,TRUE,6,"C1",21,0.594594594594595,0.414556962025316
"583",1,FALSE,TRUE,6,"C1",11,0.652173913043478,0.255060728744939
"584",2,FALSE,TRUE,6,"C1",21,0.594594594594595,0.414556962025316
"585",1,TRUE,FALSE,6,"C1",49,0.630434782608696,0.234833659491194
"586",2,TRUE,FALSE,6,"C1",49,0.756756756756757,0.612339930151339
"587",1,FALSE,FALSE,6,"C1",49,0.630434782608696,0.234833659491194
"588",2,FALSE,FALSE,6,"C1",49,0.756756756756757,0.612339930151339
"589",1,TRUE,TRUE,7,"C1",11,0.260869565217391,0.0679380214541121
"590",2,TRUE,TRUE,7,"C1",21,0.297297297297297,0.109259259259259
"591",1,FALSE,TRUE,7,"C1",11,0.260869565217391,0.0679380214541121
"592",2,FALSE,TRUE,7,"C1",21,0.297297297297297,0.109259259259259
"593",1,TRUE,FALSE,7,"C1",49,0.304347826086957,0.102439024390244
"594",2,TRUE,FALSE,7,"C1",49,0.243243243243243,0.00861244019138751
"595",1,FALSE,FALSE,7,"C1",49,0.304347826086957,0.102439024390244
"596",2,FALSE,FALSE,7,"C1",49,0.243243243243243,0.00861244019138751
"597",1,TRUE,TRUE,8,"C1",11,0.673913043478261,0.437194127243067
"598",2,TRUE,TRUE,8,"C1",21,0.594594594594595,0.368600682593857
"599",1,FALSE,TRUE,8,"C1",11,0.673913043478261,0.437194127243067
"600",2,FALSE,TRUE,8,"C1",21,0.594594594594595,0.368600682593857
"601",1,TRUE,FALSE,8,"C1",49,0.58695652173913,0.0672358591248668
"602",2,TRUE,FALSE,8,"C1",49,0.405405405405405,0.150313152400835
"603",1,FALSE,FALSE,8,"C1",49,0.58695652173913,0.0672358591248668
"604",2,FALSE,FALSE,8,"C1",49,0.405405405405405,0.150313152400835
"605",1,TRUE,TRUE,9,"C1",11,0.565217391304348,0
"606",2,TRUE,TRUE,9,"C1",21,0.459459459459459,0.283639883833495
"607",1,FALSE,TRUE,9,"C1",11,0.565217391304348,0
"608",2,FALSE,TRUE,9,"C1",21,0.459459459459459,0.283639883833495
"609",1,TRUE,FALSE,9,"C1",49,0.565217391304348,0
"610",2,TRUE,FALSE,9,"C1",49,0.351351351351351,0.112
"611",1,FALSE,FALSE,9,"C1",49,0.565217391304348,0
"612",2,FALSE,FALSE,9,"C1",49,0.351351351351351,0.112
"613",1,TRUE,TRUE,10,"C1",11,0.543478260869565,0.357712765957447
"614",2,TRUE,TRUE,10,"C1",21,0.243243243243243,0.0590372388737511
"615",1,FALSE,TRUE,10,"C1",11,0.543478260869565,0.357712765957447
"616",2,FALSE,TRUE,10,"C1",21,0.243243243243243,0.0590372388737511
"617",1,TRUE,FALSE,10,"C1",49,0.630434782608696,0.241513094083414
"618",2,TRUE,FALSE,10,"C1",49,0.432432432432432,0.223776223776224
"619",1,FALSE,FALSE,10,"C1",49,0.630434782608696,0.241513094083414
"620",2,FALSE,FALSE,10,"C1",49,0.432432432432432,0.223776223776224
"621",1,TRUE,TRUE,11,"C1",11,0.195652173913043,0
"622",2,TRUE,TRUE,11,"C1",21,0.405405405405405,0.222540592168099
"623",1,FALSE,TRUE,11,"C1",11,0.195652173913043,0
"624",2,FALSE,TRUE,11,"C1",21,0.405405405405405,0.222540592168099
"625",1,TRUE,FALSE,11,"C1",49,0.434782608695652,0.0993975903614458
"626",2,TRUE,FALSE,11,"C1",49,0.540540540540541,0.30726872246696
"627",1,FALSE,FALSE,11,"C1",49,0.434782608695652,0.0993975903614458
"628",2,FALSE,FALSE,11,"C1",49,0.540540540540541,0.30726872246696
"629",1,TRUE,TRUE,12,"C1",11,0.41304347826087,0.219849246231156
"630",2,TRUE,TRUE,12,"C1",21,0.432432432432432,0.240469208211144
"631",1,FALSE,TRUE,12,"C1",11,0.41304347826087,0.219849246231156
"632",2,FALSE,TRUE,12,"C1",21,0.432432432432432,0.240469208211144
"633",1,TRUE,FALSE,12,"C1",49,0.673913043478261,0.356943150046598
"634",2,TRUE,FALSE,12,"C1",49,0.297297297297297,0.0767754318618042
"635",1,FALSE,FALSE,12,"C1",49,0.673913043478261,0.356943150046598
"636",2,FALSE,FALSE,12,"C1",49,0.297297297297297,0.0767754318618042
"637",1,TRUE,TRUE,13,"C1",11,0.652173913043478,0.255060728744939
"638",2,TRUE,TRUE,13,"C1",21,0.189189189189189,0.0185676392572944
"639",1,FALSE,TRUE,13,"C1",11,0.652173913043478,0.255060728744939
"640",2,FALSE,TRUE,13,"C1",21,0.189189189189189,0.0185676392572944
"641",1,TRUE,FALSE,13,"C1",49,0.565217391304348,0.089108910891089
"642",2,TRUE,FALSE,13,"C1",49,0.243243243243243,0.0547445255474453
"643",1,FALSE,FALSE,13,"C1",49,0.565217391304348,0.089108910891089
"644",2,FALSE,FALSE,13,"C1",49,0.243243243243243,0.0547445255474453
"645",1,TRUE,TRUE,14,"C1",11,0.326086956521739,0.144571085782843
"646",2,TRUE,TRUE,14,"C1",21,0.27027027027027,0.0741427247451344
"647",1,FALSE,TRUE,14,"C1",11,0.326086956521739,0.144571085782843
"648",2,FALSE,TRUE,14,"C1",21,0.27027027027027,0.0741427247451344
"649",1,TRUE,FALSE,14,"C1",49,0.456521739130435,0.231283422459893
"650",2,TRUE,FALSE,14,"C1",49,0.486486486486487,-0.0461309523809524
"651",1,FALSE,FALSE,14,"C1",49,0.456521739130435,0.231283422459893
"652",2,FALSE,FALSE,14,"C1",49,0.486486486486487,-0.0461309523809524
"653",1,TRUE,TRUE,15,"C1",11,0.673913043478261,0.386120996441281
"654",2,TRUE,TRUE,15,"C1",21,0.243243243243243,0.0666666666666667
"655",1,FALSE,TRUE,15,"C1",11,0.673913043478261,0.386120996441281
"656",2,FALSE,TRUE,15,"C1",21,0.243243243243243,0.0666666666666667
"657",1,TRUE,FALSE,15,"C1",49,0.565217391304348,0
"658",2,TRUE,FALSE,15,"C1",49,0.594594594594595,0.18141592920354
"659",1,FALSE,FALSE,15,"C1",49,0.565217391304348,0
"660",2,FALSE,FALSE,15,"C1",49,0.594594594594595,0.18141592920354
"661",1,TRUE,TRUE,1,"C2",11,0.58695652173913,0.0672358591248668
"662",2,TRUE,TRUE,1,"C2",21,0.216216216216216,0.0350719424460431
"663",1,FALSE,TRUE,1,"C2",11,0.58695652173913,0.0672358591248668
"664",2,FALSE,TRUE,1,"C2",21,0.216216216216216,0.0350719424460431
"665",1,TRUE,FALSE,1,"C2",49,0.565217391304348,0
"666",2,TRUE,FALSE,1,"C2",49,0.378378378378378,0.171372930866602
"667",1,FALSE,FALSE,1,"C2",49,0.565217391304348,0
"668",2,FALSE,FALSE,1,"C2",49,0.378378378378378,0.171372930866602
"669",1,TRUE,TRUE,2,"C2",11,0.41304347826087,0.212428662016487
"670",2,TRUE,TRUE,2,"C2",21,0.378378378378378,0.192599620493359
"671",1,FALSE,TRUE,2,"C2",11,0.41304347826087,0.212428662016487
"672",2,FALSE,TRUE,2,"C2",21,0.378378378378378,0.192599620493359
"673",1,TRUE,FALSE,2,"C2",49,0.717391304347826,0.430476190476191
"674",2,TRUE,FALSE,2,"C2",49,0.351351351351351,0.152671755725191
"675",1,FALSE,FALSE,2,"C2",49,0.717391304347826,0.430476190476191
"676",2,FALSE,FALSE,2,"C2",49,0.351351351351351,0.152671755725191
"677",1,TRUE,TRUE,3,"C2",11,0.326086956521739,0.140963855421687
"678",2,TRUE,TRUE,3,"C2",21,0.324324324324324,0.138733705772812
"679",1,FALSE,TRUE,3,"C2",11,0.326086956521739,0.140963855421687
"680",2,FALSE,TRUE,3,"C2",21,0.324324324324324,0.138733705772812
"681",1,TRUE,FALSE,3,"C2",49,0.717391304347826,0.518518518518518
"682",2,TRUE,FALSE,3,"C2",49,0.297297297297297,0.109259259259259
"683",1,FALSE,FALSE,3,"C2",49,0.717391304347826,0.518518518518518
"684",2,FALSE,FALSE,3,"C2",49,0.297297297297297,0.109259259259259
"685",1,TRUE,TRUE,4,"C2",11,0.391304347826087,0.191969887076537
"686",2,TRUE,TRUE,4,"C2",21,0.594594594594595,0
"687",1,FALSE,TRUE,4,"C2",11,0.391304347826087,0.191969887076537
"688",2,FALSE,TRUE,4,"C2",21,0.594594594594595,0
"689",1,TRUE,FALSE,4,"C2",49,0.521739130434783,0.347096774193548
"690",2,TRUE,FALSE,4,"C2",49,0.594594594594595,0
"691",1,FALSE,FALSE,4,"C2",49,0.521739130434783,0.347096774193548
"692",2,FALSE,FALSE,4,"C2",49,0.594594594594595,0
"693",1,TRUE,TRUE,5,"C2",11,0.58695652173913,0.14481409001957
"694",2,TRUE,TRUE,5,"C2",21,0.189189189189189,0.0185676392572944
"695",1,FALSE,TRUE,5,"C2",11,0.58695652173913,0.14481409001957
"696",2,FALSE,TRUE,5,"C2",21,0.189189189189189,0.0185676392572944
"697",1,TRUE,FALSE,5,"C2",49,0.565217391304348,0
"698",2,TRUE,FALSE,5,"C2",49,0.27027027027027,0.089334548769371
"699",1,FALSE,FALSE,5,"C2",49,0.565217391304348,0
