"hpId";"scheme";"both_Accuracy";"both_Kappa";"both_AccuracyNull";"both_McnemarPValue";"both_Precision_aa";"both_Recall_aa";"both_F1_aa";"both_Prevalence_aa";"both_BalancedAccuracy_aa";"both_Precision_ca";"both_Recall_ca";"both_F1_ca";"both_Prevalence_ca";"both_BalancedAccuracy_ca";"both_Precision_pa";"both_Recall_pa";"both_F1_pa";"both_Prevalence_pa";"both_BalancedAccuracy_pa";"both_Precision_ac";"both_Recall_ac";"both_F1_ac";"both_Prevalence_ac";"both_BalancedAccuracy_ac";"both_Precision_cc";"both_Recall_cc";"both_F1_cc";"both_Prevalence_cc";"both_BalancedAccuracy_cc";"both_Precision_pc";"both_Recall_pc";"both_F1_pc";"both_Prevalence_pc";"both_BalancedAccuracy_pc";"both_Precision_ap";"both_Recall_ap";"both_F1_ap";"both_Prevalence_ap";"both_BalancedAccuracy_ap";"both_Precision_cp";"both_Recall_cp";"both_F1_cp";"both_Prevalence_cp";"both_BalancedAccuracy_cp";"both_Precision_pp";"both_Recall_pp";"both_F1_pp";"both_Prevalence_pp";"both_BalancedAccuracy_pp";"left_Accuracy";"left_Kappa";"left_AccuracyNull";"left_McnemarPValue";"left_Precision_a";"left_Recall_a";"left_F1_a";"left_Prevalence_a";"left_BalancedAccuracy_a";"left_Precision_c";"left_Recall_c";"left_F1_c";"left_Prevalence_c";"left_BalancedAccuracy_c";"left_Precision_p";"left_Recall_p";"left_F1_p";"left_Prevalence_p";"left_BalancedAccuracy_p";"right_Accuracy";"right_Kappa";"right_AccuracyNull";"right_McnemarPValue";"right_Precision_a";"right_Recall_a";"right_F1_a";"right_Prevalence_a";"right_BalancedAccuracy_a";"right_Precision_c";"right_Recall_c";"right_F1_c";"right_Prevalence_c";"right_BalancedAccuracy_c";"right_Precision_p";"right_Recall_p";"right_F1_p";"right_Prevalence_p";"right_BalancedAccuracy_p"
13;"d_prod_1e-05";0.209302325581395;0.0512654120700843;0.395348837209302;NA;0.333333333333333;0.25;0.285714285714286;0.0930232558139535;0.599358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.4875;NA;0;NA;0.0697674418604651;0.5;0.12;0.6;0.2;0.116279069767442;0.510526315789474;0.444444444444444;0.235294117647059;0.307692307692308;0.395348837209302;0.521493212669683;0.465116279069767;0.232738557020946;0.534883720930233;0.00101689772377002;0.5;0.4;0.444444444444444;0.232558139534884;0.639393939393939;0.32;0.8;0.457142857142857;0.232558139534884;0.642424242424242;0.8;0.347826086956522;0.484848484848485;0.534883720930233;0.623913043478261;0.511627906976744;0.0131147540983607;0.581395348837209;0.0985074897207148;0.333333333333333;0.125;0.181818181818182;0.186046511627907;0.533928571428571;0.166666666666667;0.1;0.125;0.232558139534884;0.474242424242424;0.588235294117647;0.8;0.677966101694915;0.581395348837209;0.511111111111111
13;"d_prod_1e-06";0.209302325581395;0.0512654120700843;0.395348837209302;NA;0.333333333333333;0.25;0.285714285714286;0.0930232558139535;0.599358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.4875;NA;0;NA;0.0697674418604651;0.5;0.12;0.6;0.2;0.116279069767442;0.510526315789474;0.444444444444444;0.235294117647059;0.307692307692308;0.395348837209302;0.521493212669683;0.465116279069767;0.232738557020946;0.534883720930233;0.00101689772377002;0.5;0.4;0.444444444444444;0.232558139534884;0.639393939393939;0.32;0.8;0.457142857142857;0.232558139534884;0.642424242424242;0.8;0.347826086956522;0.484848484848485;0.534883720930233;0.623913043478261;0.511627906976744;0.0131147540983607;0.581395348837209;0.0985074897207148;0.333333333333333;0.125;0.181818181818182;0.186046511627907;0.533928571428571;0.166666666666667;0.1;0.125;0.232558139534884;0.474242424242424;0.588235294117647;0.8;0.677966101694915;0.581395348837209;0.511111111111111
13;"d_prod_1e-07";0.209302325581395;0.0512654120700843;0.395348837209302;NA;0.333333333333333;0.25;0.285714285714286;0.0930232558139535;0.599358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.4875;NA;0;NA;0.0697674418604651;0.5;0.12;0.6;0.2;0.116279069767442;0.510526315789474;0.444444444444444;0.235294117647059;0.307692307692308;0.395348837209302;0.521493212669683;0.465116279069767;0.232738557020946;0.534883720930233;0.00101689772377002;0.5;0.4;0.444444444444444;0.232558139534884;0.639393939393939;0.32;0.8;0.457142857142857;0.232558139534884;0.642424242424242;0.8;0.347826086956522;0.484848484848485;0.534883720930233;0.623913043478261;0.511627906976744;0.0131147540983607;0.581395348837209;0.0985074897207148;0.333333333333333;0.125;0.181818181818182;0.186046511627907;0.533928571428571;0.166666666666667;0.1;0.125;0.232558139534884;0.474242424242424;0.588235294117647;0.8;0.677966101694915;0.581395348837209;0.511111111111111
13;"d_prod_1e-08";0.209302325581395;0.0512654120700843;0.395348837209302;NA;0.333333333333333;0.25;0.285714285714286;0.0930232558139535;0.599358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.4875;NA;0;NA;0.0697674418604651;0.5;0.12;0.6;0.2;0.116279069767442;0.510526315789474;0.444444444444444;0.235294117647059;0.307692307692308;0.395348837209302;0.521493212669683;0.465116279069767;0.232738557020946;0.534883720930233;0.00101689772377002;0.5;0.4;0.444444444444444;0.232558139534884;0.639393939393939;0.32;0.8;0.457142857142857;0.232558139534884;0.642424242424242;0.8;0.347826086956522;0.484848484848485;0.534883720930233;0.623913043478261;0.511627906976744;0.0131147540983607;0.581395348837209;0.0985074897207148;0.333333333333333;0.125;0.181818181818182;0.186046511627907;0.533928571428571;0.166666666666667;0.1;0.125;0.232558139534884;0.474242424242424;0.588235294117647;0.8;0.677966101694915;0.581395348837209;0.511111111111111
13;"d_sum_1e-01";0.325581395348837;0.0257812500000001;0.395348837209302;NA;0.166666666666667;0.25;0.2;0.0930232558139535;0.560897435897436;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.425;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.116279069767442;0.5;0.419354838709677;0.764705882352941;0.541666666666667;0.395348837209302;0.536199095022624;0.511627906976744;0.037313432835821;0.534883720930233;0.00650498006727033;0.333333333333333;0.2;0.25;0.232558139534884;0.539393939393939;NA;0;NA;0.232558139534884;0.5;0.540540540540541;0.869565217391304;0.666666666666667;0.534883720930233;0.509782608695652;0.488372093023256;0.020703933747412;0.581395348837209;0.572406704470879;0.166666666666667;0.125;0.142857142857143;0.186046511627907;0.491071428571429;0.333333333333333;0.2;0.25;0.232558139534884;0.539393939393939;0.580645161290323;0.72;0.642857142857143;0.581395348837209;0.498888888888889
13;"d_sum_1e-02";0.325581395348837;0.031832298136646;0.395348837209302;NA;0.25;0.25;0.25;0.0930232558139535;0.586538461538462;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0;0;NA;0.0697674418604651;0.4875;NA;0;NA;0.0930232558139535;0.5;0;0;NA;0.0697674418604651;0.45;NA;0;NA;0.0697674418604651;0.5;0;0;NA;0.116279069767442;0.447368421052632;0.433333333333333;0.764705882352941;0.553191489361702;0.395348837209302;0.555429864253394;0.558139534883721;0.163766632548618;0.534883720930233;0.0214355771042884;0.6;0.3;0.4;0.232558139534884;0.61969696969697;0.25;0.1;0.142857142857143;0.232558139534884;0.504545454545455;0.588235294117647;0.869565217391304;0.701754385964912;0.534883720930233;0.584782608695652;0.511627906976744;0.0152671755725192;0.581395348837209;0.0733607619252574;0.25;0.125;0.166666666666667;0.186046511627907;0.519642857142857;0.2;0.1;0.133333333333333;0.232558139534884;0.489393939393939;0.588235294117647;0.8;0.677966101694915;0.581395348837209;0.511111111111111
13;"d_sum_1e-03";0.0930232558139535;-0.0339087546239211;0.395348837209302;NA;0;0;NA;0.0930232558139535;0.474358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0;0;NA;0.0697674418604651;0.4375;NA;0;NA;0.0930232558139535;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0697674418604651;0.5;0.117647058823529;0.8;0.205128205128205;0.116279069767442;0.505263157894737;0;0;NA;0.395348837209302;0.461538461538462;0.27906976744186;0.0430725053840632;0.534883720930233;5.28842728753181e-06;0.285714285714286;0.2;0.235294117647059;0.232558139534884;0.524242424242424;0.264705882352941;0.9;0.409090909090909;0.232558139534884;0.571212121212121;0.5;0.0434782608695652;0.08;0.534883720930233;0.496739130434783;0.465116279069767;-0.120045300113251;0.581395348837209;0.0510297172643815;0;0;NA;0.186046511627907;0.471428571428571;0;0;NA;0.232558139534884;0.424242424242424;0.555555555555556;0.8;0.655737704918033;0.581395348837209;0.455555555555556
13;"d_sum_1e-04";0.116279069767442;-0.00739827373612823;0.395348837209302;NA;0;0;NA;0.0930232558139535;0.474358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0697674418604651;0.5;0.117647058823529;0.8;0.205128205128205;0.116279069767442;0.505263157894737;0;0;NA;0.395348837209302;0.461538461538462;0.302325581395349;0.0739411342426417;0.534883720930233;8.61678894979497e-06;0.428571428571429;0.3;0.352941176470588;0.232558139534884;0.589393939393939;0.264705882352941;0.9;0.409090909090909;0.232558139534884;0.571212121212121;0.5;0.0434782608695652;0.08;0.534883720930233;0.496739130434783;0.511627906976744;-0.0226500566251418;0.581395348837209;0.0374948534920171;0;0;NA;0.186046511627907;0.471428571428571;0.2;0.1;0.133333333333333;0.232558139534884;0.489393939393939;0.583333333333333;0.84;0.688524590163934;0.581395348837209;0.503333333333333
13;"d_sum_1e-05";0.13953488372093;0.0263157894736842;0.395348837209302;NA;0;0;NA;0.0930232558139535;0.474358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0697674418604651;0.5;0.142857142857143;1;0.25;0.116279069767442;0.605263157894737;0;0;NA;0.395348837209302;0.480769230769231;0.325581395348837;0.113086770981508;0.534883720930233;2.23942900225337e-06;0.428571428571429;0.3;0.352941176470588;0.232558139534884;0.589393939393939;0.285714285714286;1;0.444444444444444;0.232558139534884;0.621212121212121;1;0.0434782608695652;0.0833333333333333;0.534883720930233;0.521739130434783;0.511627906976744;-0.0226500566251418;0.581395348837209;0.0374948534920171;0;0;NA;0.186046511627907;0.471428571428571;0.2;0.1;0.133333333333333;0.232558139534884;0.489393939393939;0.583333333333333;0.84;0.688524590163934;0.581395348837209;0.503333333333333
13;"d_sum_1e-06";0.13953488372093;0.0263157894736842;0.395348837209302;NA;0;0;NA;0.0930232558139535;0.474358974358974;NA;0;NA;0.0232558139534884;0.5;NA;0;NA;0.0697674418604651;0.5;0.2;0.333333333333333;0.25;0.0697674418604651;0.616666666666667;NA;0;NA;0.0930232558139535;0.5;NA;0;NA;0.0697674418604651;0.5;NA;0;NA;0.0697674418604651;0.5;0.142857142857143;1;0.25;0.116279069767442;0.605263157894737;0;0;NA;0.395348837209302;0.480769230769231;0.325581395348837;0.113086770981508;0.534883720930233;2.23942900225337e-06;0.428571428571429;0.3;0.352941176470588;0.232558139534884;0.589393939393939;0.285714285714286;1;0.444444444444444;0.232558139534884;0.621212121212121;1;0.0434782608695652;0.0833333333333333;0.534883720930233;0.521739130434783;0.511627906976744;-0.0226500566251418;0.581395348837209;0.0374948534920171;0;0;NA;0.186046511627907;0.471428571428571;0.2;0.1;0.133333333333333;0.232558139534884;0.489393939393939;0.583333333333333;0.84;0.688524590163934;0.581395348837209;0.503333333333333
