"","resampleSeed","dens.fct","oversample","useKeywords","useDatatype","batchSize","neurons","learningRate","err.fct","act.fct","epochs","precision","patience","maxVars","ID"
"3461",817867447,"1-ecdf",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3461
"3462",1229953753,"1-ecdf",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3462
"3463",588824402,"epdf",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3463
"3464",817867447,"epdf",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3464
"3465",1229953753,"epdf",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3465
"3466",588824402,"epdf_scaled",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3466
"3467",817867447,"epdf_scaled",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3467
"3468",1229953753,"epdf_scaled",TRUE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3468
"3469",588824402,"ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3469
"3470",817867447,"ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3470
"3471",1229953753,"ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3471
"3472",588824402,"1-ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3472
"3473",817867447,"1-ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3473
"3474",1229953753,"1-ecdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3474
"3475",588824402,"epdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3475
"3476",817867447,"epdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3476
"3477",1229953753,"epdf",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3477
"3478",588824402,"epdf_scaled",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3478
"3479",817867447,"epdf_scaled",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3479
"3480",1229953753,"epdf_scaled",FALSE,TRUE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3480
"3481",588824402,"ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3481
"3482",817867447,"ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3482
"3483",1229953753,"ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3483
"3484",588824402,"1-ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3484
"3485",817867447,"1-ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3485
"3486",1229953753,"1-ecdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3486
"3487",588824402,"epdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3487
"3488",817867447,"epdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3488
"3489",1229953753,"epdf",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3489
"3490",588824402,"epdf_scaled",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3490
"3491",817867447,"epdf_scaled",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3491
"3492",1229953753,"epdf_scaled",TRUE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3492
"3493",588824402,"ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3493
"3494",817867447,"ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3494
"3495",1229953753,"ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3495
"3496",588824402,"1-ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3496
"3497",817867447,"1-ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3497
"3498",1229953753,"1-ecdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3498
"3499",588824402,"epdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3499
"3500",817867447,"epdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3500
"3501",1229953753,"epdf",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3501
"3502",588824402,"epdf_scaled",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3502
"3503",817867447,"epdf_scaled",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3503
"3504",1229953753,"epdf_scaled",FALSE,FALSE,"density",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3504
"3505",588824402,"ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3505
"3506",817867447,"ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3506
"3507",1229953753,"ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3507
"3508",588824402,"1-ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3508
"3509",817867447,"1-ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3509
"3510",1229953753,"1-ecdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3510
"3511",588824402,"epdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3511
"3512",817867447,"epdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3512
"3513",1229953753,"epdf",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3513
"3514",588824402,"epdf_scaled",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3514
"3515",817867447,"epdf_scaled",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3515
"3516",1229953753,"epdf_scaled",TRUE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3516
"3517",588824402,"ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3517
"3518",817867447,"ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3518
"3519",1229953753,"ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3519
"3520",588824402,"1-ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3520
"3521",817867447,"1-ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3521
"3522",1229953753,"1-ecdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3522
"3523",588824402,"epdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3523
"3524",817867447,"epdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3524
"3525",1229953753,"epdf",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3525
"3526",588824402,"epdf_scaled",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3526
"3527",817867447,"epdf_scaled",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3527
"3528",1229953753,"epdf_scaled",FALSE,TRUE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3528
"3529",588824402,"ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3529
"3530",817867447,"ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3530
"3531",1229953753,"ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3531
"3532",588824402,"1-ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3532
"3533",817867447,"1-ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3533
"3534",1229953753,"1-ecdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3534
"3535",588824402,"epdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3535
"3536",817867447,"epdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3536
"3537",1229953753,"epdf",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3537
"3538",588824402,"epdf_scaled",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3538
"3539",817867447,"epdf_scaled",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3539
"3540",1229953753,"epdf_scaled",TRUE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3540
"3541",588824402,"ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3541
"3542",817867447,"ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3542
"3543",1229953753,"ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3543
"3544",588824402,"1-ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3544
"3545",817867447,"1-ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3545
"3546",1229953753,"1-ecdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3546
"3547",588824402,"epdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3547
"3548",817867447,"epdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3548
"3549",1229953753,"epdf",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3549
"3550",588824402,"epdf_scaled",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3550
"3551",817867447,"epdf_scaled",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3551
"3552",1229953753,"epdf_scaled",FALSE,FALSE,"both",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3552
"3553",588824402,"ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3553
"3554",817867447,"ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3554
"3555",1229953753,"ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3555
"3556",588824402,"1-ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3556
"3557",817867447,"1-ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3557
"3558",1229953753,"1-ecdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3558
"3559",588824402,"epdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3559
"3560",817867447,"epdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3560
"3561",1229953753,"epdf",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3561
"3562",588824402,"epdf_scaled",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3562
"3563",817867447,"epdf_scaled",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3563
"3564",1229953753,"epdf_scaled",TRUE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3564
"3565",588824402,"ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3565
"3566",817867447,"ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3566
"3567",1229953753,"ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3567
"3568",588824402,"1-ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3568
"3569",817867447,"1-ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3569
"3570",1229953753,"1-ecdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3570
"3571",588824402,"epdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3571
"3572",817867447,"epdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3572
"3573",1229953753,"epdf",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3573
"3574",588824402,"epdf_scaled",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3574
"3575",817867447,"epdf_scaled",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3575
"3576",1229953753,"epdf_scaled",FALSE,TRUE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3576
"3577",588824402,"ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3577
"3578",817867447,"ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3578
"3579",1229953753,"ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3579
"3580",588824402,"1-ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3580
"3581",817867447,"1-ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3581
"3582",1229953753,"1-ecdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3582
"3583",588824402,"epdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3583
"3584",817867447,"epdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3584
"3585",1229953753,"epdf",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3585
"3586",588824402,"epdf_scaled",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3586
"3587",817867447,"epdf_scaled",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3587
"3588",1229953753,"epdf_scaled",TRUE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3588
"3589",588824402,"ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3589
"3590",817867447,"ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3590
"3591",1229953753,"ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3591
"3592",588824402,"1-ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3592
"3593",817867447,"1-ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3593
"3594",1229953753,"1-ecdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3594
"3595",588824402,"epdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3595
"3596",817867447,"epdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3596
"3597",1229953753,"epdf",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3597
"3598",588824402,"epdf_scaled",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3598
"3599",817867447,"epdf_scaled",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3599
"3600",1229953753,"epdf_scaled",FALSE,FALSE,"density_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3600
"3601",588824402,"ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3601
"3602",817867447,"ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3602
"3603",1229953753,"ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3603
"3604",588824402,"1-ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3604
"3605",817867447,"1-ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3605
"3606",1229953753,"1-ecdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3606
"3607",588824402,"epdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3607
"3608",817867447,"epdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3608
"3609",1229953753,"epdf",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3609
"3610",588824402,"epdf_scaled",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3610
"3611",817867447,"epdf_scaled",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3611
"3612",1229953753,"epdf_scaled",TRUE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3612
"3613",588824402,"ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3613
"3614",817867447,"ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3614
"3615",1229953753,"ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3615
"3616",588824402,"1-ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3616
"3617",817867447,"1-ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3617
"3618",1229953753,"1-ecdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3618
"3619",588824402,"epdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3619
"3620",817867447,"epdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3620
"3621",1229953753,"epdf",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3621
"3622",588824402,"epdf_scaled",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3622
"3623",817867447,"epdf_scaled",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3623
"3624",1229953753,"epdf_scaled",FALSE,TRUE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3624
"3625",588824402,"ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3625
"3626",817867447,"ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3626
"3627",1229953753,"ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3627
"3628",588824402,"1-ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3628
"3629",817867447,"1-ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3629
"3630",1229953753,"1-ecdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3630
"3631",588824402,"epdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3631
"3632",817867447,"epdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3632
"3633",1229953753,"epdf",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3633
"3634",588824402,"epdf_scaled",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3634
"3635",817867447,"epdf_scaled",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3635
"3636",1229953753,"epdf_scaled",TRUE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3636
"3637",588824402,"ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3637
"3638",817867447,"ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3638
"3639",1229953753,"ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3639
"3640",588824402,"1-ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3640
"3641",817867447,"1-ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3641
"3642",1229953753,"1-ecdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3642
"3643",588824402,"epdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3643
"3644",817867447,"epdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3644
"3645",1229953753,"epdf",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3645
"3646",588824402,"epdf_scaled",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3646
"3647",817867447,"epdf_scaled",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3647
"3648",1229953753,"epdf_scaled",FALSE,FALSE,"both_scaled",20,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3648
"3649",588824402,"ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3649
"3650",817867447,"ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3650
"3651",1229953753,"ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3651
"3652",588824402,"1-ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3652
"3653",817867447,"1-ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3653
"3654",1229953753,"1-ecdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3654
"3655",588824402,"epdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3655
"3656",817867447,"epdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3656
"3657",1229953753,"epdf",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3657
"3658",588824402,"epdf_scaled",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3658
"3659",817867447,"epdf_scaled",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3659
"3660",1229953753,"epdf_scaled",TRUE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3660
"3661",588824402,"ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3661
"3662",817867447,"ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3662
"3663",1229953753,"ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3663
"3664",588824402,"1-ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3664
"3665",817867447,"1-ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3665
"3666",1229953753,"1-ecdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3666
"3667",588824402,"epdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3667
"3668",817867447,"epdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3668
"3669",1229953753,"epdf",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3669
"3670",588824402,"epdf_scaled",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3670
"3671",817867447,"epdf_scaled",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3671
"3672",1229953753,"epdf_scaled",FALSE,TRUE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3672
"3673",588824402,"ecdf",TRUE,FALSE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3673
"3674",817867447,"ecdf",TRUE,FALSE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3674
"3675",1229953753,"ecdf",TRUE,FALSE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3675
"3676",588824402,"1-ecdf",TRUE,FALSE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3676
"3677",817867447,"1-ecdf",TRUE,FALSE,"density",50,5,0.005,"wRSS","Lrelu",2500,0.005,5,60,3677
